,location
64857,"41.314496999999996, -81.83569"
64858,"38.213913, -77.69941999999999"
64860,"33.379744, -112.603476"
64864,"37.320721999999996, -119.565078"
64868,"43.797762, -88.003208"
64875,"44.774681, -93.308678"
64879,"59.329322999999995, 18.068581"
64889,"-42.851178000000004, 147.30231"
64893,"45.456631, -73.547158"
64894,"40.47, -76.005146"
64897,"0.0, 0.0"
64901,"0.0, 0.0"
64902,"34.238125, -118.530123"
64905,"-29.046681, 21.856859"
64927,"50.35058, 5.49357"
64930,"38.793154, 0.179161"
64933,"35.909444, 14.478610999999999"
64939,"40.680428000000006, -122.370842"
64944,"38.837761, -122.727429"
64955,"-40.900557, 174.88597099999998"
64957,"54.348969999999994, -6.26978"
64958,"28.370029, -80.801516"
64959,"42.230537, -83.74664"
64960,"34.108345, -117.28976499999999"
64962,"-38.136848, 176.249746"
64967,"35.696111, 51.423056"
64969,"28.635308000000002, 77.22496"
64972,"33.185596999999994, -111.57830700000001"
64975,"4.440663, -75.244141"
65009,"42.54943, -83.613557"
65041,"51.750634999999996, 4.092097"
65052,"59.91386899999999, 10.752245"
65061,"42.787808, -85.722748"
65079,"0.0, 0.0"
65087,"40.057838000000004, -74.137183"
65101,"40.579532, -74.150201"
65104,"42.293223, -82.71171600000001"
65118,"0.0, 0.0"
65120,"30.308808000000003, -89.330046"
65121,"64.96305100000001, -19.020835"
65124,"-14.599413, -28.673146999999997"
65126,"34.519940000000005, -105.87008999999999"
65128,"43.193852, -71.572395"
65131,"0.0, 0.0"
65134,"18.220833, -66.590149"
65138,"43.100569, -83.741163"
65146,"35.295295, -108.120632"
65155,"48.633082, -122.928982"
65156,"36.777, -88.06"
65159,"40.267754, -74.540251"
65160,"35.06537, -92.49532099999999"
65162,"38.832330999999996, -120.35866299999999"
65173,"42.828686, -74.13512800000001"
65178,"56.029393999999996, 14.156678"
65186,"46.829939, -89.572519"
65204,"28.404449, -80.798035"
65208,"0.0, 0.0"
65209,"56.130366, -106.34677099999999"
65210,"42.736994, -87.884431"
65216,"36.778261, -119.41793200000001"
65229,"28.745152, -98.30537700000001"
65230,"36.334934000000004, 28.207720000000002"
65236,"40.634249, -74.50048000000001"
65237,"39.90403, 116.407526"
65248,"39.197371000000004, 20.185195"
65256,"36.189544, -82.95849"
65257,"52.65414499999999, -7.244788000000001"
65258,"41.040437, -74.294221"
65270,"35.584324, -78.800013"
65290,"43.251946999999994, -73.37087"
65306,"36.888847, -85.049325"
65313,"41.708808000000005, -70.213359"
65338,"31.806293, 35.109193"
65358,"30.036754, -84.336621"
65364,"35.262840000000004, -116.68463500000001"
65372,"38.252665, -85.75845600000001"
65379,"0.0, 0.0"
65383,"42.459654, -119.741381"
65391,"38.021594, -121.95788600000002"
65394,"34.90999, -109.80679199999999"
65411,"43.670398999999996, -121.50363600000001"
65421,"36.042343, -86.54985400000001"
65427,"37.888175, -4.779383"
65430,"38.907231, -77.036464"
65434,"43.797762, -88.003208"
65452,"0.0, 0.0"
65459,"0.0, 0.0"
65467,"45.798539, -66.697623"
65491,"47.723087, -86.94071600000001"
65504,"48.503890000000006, -122.23611000000001"
65508,"40.388053, -80.078636"
65517,"35.463703, -81.20781600000001"
65519,"59.91386899999999, 10.752245"
65522,"59.91386899999999, 10.752245"
65537,"44.144882, -71.36814100000001"
65560,"40.058324, -74.405661"
65561,"38.910841, -94.382172"
65575,"46.207215000000005, -119.028724"
65585,"35.385923999999996, -94.398547"
65587,"45.523452, -122.676207"
65593,"50.790228000000006, 0.088627"
65595,"37.772221, -121.544003"
65598,"37.20576, -113.62263300000001"
65608,"42.765189, -76.872096"
65609,"44.006291999999995, -90.51495899999999"
65619,"38.907231, -77.036464"
65620,"41.245915000000004, -75.88130699999999"
65622,"38.907231, -77.036464"
65624,"39.87678, -75.20795799999999"
65631,"0.0, 0.0"
65636,"33.387886, -118.41631000000001"
65642,"35.534114, -75.495789"
65647,"43.681611, -80.027781"
65648,"43.681611, -80.027781"
65663,"44.306513, -91.996147"
65673,"33.926491, -92.16125500000001"
65674,"33.606003, -78.973089"
65678,"36.688966, -120.007125"
65689,"30.612393, -96.340221"
65695,"35.46756, -97.516428"
65706,"29.127487, -103.242538"
65720,"40.8381, -85.730261"
65724,"34.304444000000004, -86.99638900000001"
65726,"53.448717, -2.3746970000000003"
65737,"33.93911, 67.709953"
65744,"42.269521999999995, -71.616129"
65753,"45.548059, 13.730188"
65760,"36.637143, -121.09191000000001"
65765,"-23.651508, -46.852185999999996"
65769,"40.241495, -75.28378599999999"
65776,"43.479929, -110.762428"
65787,"0.0, 0.0"
65794,"44.047948, -79.890187"
65795,"40.308316999999995, -105.081092"
65802,"0.0, 0.0"
65807,"31.323220000000003, -89.282241"
65824,"41.406651000000004, -73.63865899999999"
65827,"22.396428, 114.10949699999999"
65834,"48.863809, -117.37246699999999"
65838,"38.907231, -77.036464"
65840,"47.17938, -113.484523"
65841,"50.375457, -4.142656"
65849,"52.983293, 4.7856309999999995"
65864,"-30.966137, 22.125253"
65865,"39.045755, -76.641271"
65874,"40.330188, -79.730701"
65876,"29.311659999999996, 47.481766"
65881,"54.443649, -124.254097"
65889,"3.1390029999999998, 101.68685500000001"
65896,"28.234988, -80.60396300000001"
65908,"36.278099, -6.086207"
65910,"32.905836, -112.663982"
65916,"38.864645, -90.046754"
65923,"51.253775, -85.32321400000001"
65931,"21.3, 76.2333"
65943,"45.287929, -122.53534199999999"
65945,"54.10896700000001, -3.2188939999999997"
65957,"49.925556, -74.817778"
65963,"0.0, 0.0"
65966,"30.95685, -85.516599"
65967,"39.614157, -84.06959599999999"
65972,"53.068504000000004, -4.076276999999999"
65976,"30.057536, -95.190299"
65988,"40.691613000000004, -112.00105"
65992,"30.496803000000003, -97.669393"
65998,"33.74752, -116.97196799999999"
66015,"40.579532, -74.150201"
66016,"52.814028, -1.6371360000000001"
66026,"14.100779999999999, 121.07937"
66027,"32.467076, -116.94063"
66035,"34.489036, -118.62565500000001"
66037,"41.964259999999996, -83.35838000000001"
66048,"42.414507, -89.227576"
66053,"0.0, 0.0"
66056,"0.0, 0.0"
66061,"0.0, 0.0"
66064,"40.058324, -74.405661"
66074,"43.966752, 12.756528"
66076,"0.0, 0.0"
66079,"36.08777, -115.29948700000001"
66084,"45.465509000000004, -121.915016"
66093,"-27.279605, -53.426186"
66095,"40.5725, -111.85972199999999"
66099,"31.422912, -103.493229"
66102,"0.0, 0.0"
66119,"38.060796999999994, -75.236238"
66122,"-36.848459999999996, 174.76333200000002"
66124,"44.782206, -88.608992"
66127,"45.372222, 20.402778"
66128,"38.907231, -77.036464"
66140,"1.46343, 103.754715"
66142,"34.261117999999996, -116.84503000000001"
66144,"39.943757, -75.393681"
66147,"35.027043, -111.025176"
66158,"33.390714, -111.972388"
66165,"0.0, 0.0"
66171,"37.168465999999995, -80.255321"
66178,"47.754465, -122.33901200000001"
66185,"51.142178, 3.1368400000000003"
66199,"51.763366, -0.22309"
66200,"51.903238, 8.385753"
66202,"34.446784, -118.664561"
66204,"35.189443, -114.05300600000001"
66213,"34.075376, -84.29409"
66227,"47.037778, -94.378333"
66243,"51.641020000000005, 4.86169"
66248,"38.761292, -120.586593"
66260,"39.426769, -94.534081"
66265,"52.355518, -1.17432"
66266,"52.355518, -1.17432"
66269,"51.424085, -0.617771"
66274,"38.907231, -77.036464"
66276,"49.034154, -122.792988"
66279,"32.366805, -86.29996899999999"
66285,"45.777383, -111.160372"
66286,"50.965896, -1.298133"
66293,"45.942852, -121.896226"
66309,"-4.038333000000001, 21.758664000000003"
66319,"33.894339, -78.426672"
66338,"40.5725, -111.85972199999999"
66348,"40.7326, -73.445401"
66349,"40.7326, -73.445401"
66355,"0.0, 0.0"
66361,"51.921667, 4.481111"
66367,"28.729694, -13.86715"
66380,"47.855377000000004, -121.97095800000001"
66382,"0.0, 0.0"
66383,"45.05, -74.1"
66392,"44.520934000000004, -80.002137"
66393,"40.994541999999996, -73.87874599999999"
66396,"38.626512, -76.91054799999999"
66397,"38.907231, -77.036464"
66398,"38.907231, -77.036464"
66400,"38.79652, -76.883626"
66405,"31.685945, -106.312482"
66407,"0.0, 0.0"
66410,"48.257585, 124.77923"
66423,"51.508515, -0.125487"
66450,"38.277570000000004, -85.737185"
66451,"0.0, 0.0"
66453,"50.223923, -119.230096"
66454,"56.327358, 43.985191"
66457,"36.139678, -120.36015"
66458,"37.77493, -122.419416"
66473,"-38.136848, 176.249746"
66493,"-2.170998, -79.922359"
66495,"45.519836, -123.11066299999999"
66497,"39.16448, -84.45428000000001"
66517,"34.878111, -116.96810900000001"
66519,"46.521858, -84.34609"
66521,"38.910841, -94.382172"
66522,"38.937339, -76.328994"
66523,"31.952856, -102.17169399999999"
66527,"40.633125, -89.398528"
66536,"38.678281, -90.464916"
66544,"38.907231, -77.036464"
66549,"37.540725, -77.436048"
66552,"45.478852, -73.87173"
66554,"42.448894, -90.684017"
66572,"52.221537, 6.893662"
66574,"36.942093, -88.363078"
66579,"0.0, 0.0"
66592,"41.603221000000005, -73.087749"
66600,"38.093307, -77.292293"
66603,"33.109472, -96.971398"
66607,"-37.687796999999996, 176.16513"
66615,"40.5725, -111.85972199999999"
66621,"33.71902, -117.778926"
66626,"52.481138, 1.7534490000000003"
66627,"50.467388, 4.871985"
66636,"0.0, 0.0"
66646,"27.876394, -82.777858"
66650,"10.266182, 123.997295"
66653,"30.129308, 77.26925"
66655,"51.222635, 22.928660999999998"
66659,"51.005794, 4.632042"
66661,"34.519940000000005, -105.87008999999999"
66670,"38.907231, -77.036464"
66686,"0.0, 0.0"
66706,"27.664827000000002, -81.515754"
66711,"0.0, 0.0"
66714,"55.686429000000004, 11.089188"
66728,"53.091516000000006, -0.046423"
66735,"40.799721999999996, -113.8"
66740,"48.469544, -91.45590899999999"
66747,"48.503890000000006, -122.23611000000001"
66769,"51.37766, -1.8519599999999998"
66771,"-25.746111, 28.188056"
66773,"40.417287, -82.907123"
66776,"14.569804999999999, 121.078675"
66778,"38.808482, -75.26396"
66779,"36.142038, -86.70097700000001"
66813,"28.635308000000002, 77.22496"
66834,"43.161747999999996, -70.648258"
66835,"26.443396999999997, -82.111512"
66838,"0.0, 0.0"
66840,"28.045014000000002, -82.699814"
66844,"30.80905, 73.45082099999999"
66850,"0.0, 0.0"
66851,"0.0, 0.0"
66852,"0.0, 0.0"
66853,"36.236176, -90.055649"
66856,"52.696651, -4.054346"
66867,"38.907231, -77.036464"
66868,"39.32098, -111.093731"
66876,"0.0, 0.0"
66889,"45.162240999999995, 5.686729"
66892,"40.5725, -111.85972199999999"
66893,"33.493639, -117.14836499999998"
66895,"47.233333, -59.716667"
66904,"36.039525, -114.981721"
66911,"31.956578000000004, 35.945695"
66912,"41.616777, -70.43697"
66916,"45.815011, 15.981919"
66918,"53.47721800000001, -0.5935159999999999"
66921,"50.674521999999996, -120.32726699999999"
66923,"53.726668000000004, -127.647621"
66926,"41.99477, -70.049011"
66928,"42.534321999999996, -74.254177"
66937,"31.951014, 34.888075"
66960,"0.0, 0.0"
66965,"45.801809000000006, -74.641531"
66975,"26.443396999999997, -82.111512"
66994,"41.680556, -70.908333"
67005,"38.470546, -102.296335"
67021,"29.64858, -81.637582"
67026,"47.722025, -94.557161"
67037,"46.521858, -84.34609"
67045,"34.737064000000004, -82.254283"
67046,"40.324953, -79.858903"
67053,"40.684963, -80.107138"
67065,"42.665197, -82.92864300000001"
67067,"42.573027, -92.028153"
67069,"39.760767, -84.348225"
67070,"47.497912, 19.040235"
67071,"36.716111, -115.4475"
67073,"40.501179, -79.83921600000001"
67079,"41.186547999999995, -73.195177"
67097,"49.06, 25.042778"
67100,"0.0, 0.0"
67103,"49.084629, -123.058567"
67107,"0.0, 0.0"
67116,"41.652202, -71.576894"
67120,"52.49035, 4.798067"
67125,"27.570589000000002, 80.098187"
67132,"37.309723, -81.135076"
67135,"32.840061, -115.540108"
67139,"42.583595, -82.82934200000001"
67141,"44.4325, 26.103889000000002"
67142,"42.583595, -82.82934200000001"
67148,"38.756275, -8.96287"
67149,"-14.599413, -28.673146999999997"
67150,"35.517491, -86.58044699999999"
67154,"18.401943, -77.102501"
67160,"45.849561, -80.734883"
67161,"51.481581, -3.17909"
67162,"33.894339, -78.426672"
67163,"33.894339, -78.426672"
67166,"36.778261, -119.41793200000001"
67169,"45.943160999999996, 24.96676"
67180,"33.460706, -117.606351"
67194,"52.229676, 21.012229"
67197,"45.027085, -122.972972"
67198,"37.940319, -91.880994"
67202,"52.625071999999996, -1.677155"
67207,"21.266667, 40.416667"
67215,"32.646801, -97.22584599999999"
67216,"40.929399, -74.430091"
67225,"35.7973, -84.25603000000001"
67226,"71.3875, -156.481111"
67228,"42.698575, -78.020915"
67234,"41.00527, 28.97696"
67248,"42.586888, -82.919551"
67258,"28.148902000000003, -80.588386"
67303,"38.78928, -77.18720400000001"
67304,"38.186709, -91.947112"
67305,"40.691026, -73.986525"
67306,"44.363296000000005, -72.46634300000001"
67311,"9.672948, 123.873002"
67317,"30.057536, -95.190299"
67321,"34.048928000000004, -111.093731"
67329,"44.761373, -75.738901"
67333,"-34.713015999999996, -58.609975"
67336,"33.836081, -81.163724"
67346,"0.0, 0.0"
67347,"29.751181, -95.26060799999999"
67354,"0.0, 0.0"
67360,"47.41095, -94.21554"
67363,"50.453610999999995, 5.951944"
67368,"33.442702000000004, -116.865122"
67376,"48.113459000000006, -117.58768300000001"
67385,"39.315059000000005, -84.22077"
67392,"0.0, 0.0"
67399,"47.905639, -114.115554"
67409,"25.08265, -77.318084"
67417,"29.89126, -89.75744"
67433,"36.693687, -94.96301700000001"
67443,"31.957851, 77.10946"
67445,"51.253775, -85.32321400000001"
67448,"25.942871, -80.12338000000001"
67449,"59.91386899999999, 10.752245"
67452,"52.355518, -1.17432"
67469,"39.819722, -75.122778"
67470,"51.507351, -0.12775799999999998"
67483,"40.410796000000005, -75.247906"
67489,"52.141674, -122.14168799999999"
67496,"56.490671, -4.202646"
67500,"42.188824, 3.0814150000000002"
67519,"41.708808000000005, -70.213359"
67523,"36.003916, -86.806797"
67529,"40.94035, -73.05311800000001"
67532,"41.724489, -81.245657"
67538,"41.658445, -70.128629"
67546,"25.942871, -80.12338000000001"
67550,"39.929279, -75.296297"
67571,"40.858433000000005, -74.16375500000001"
67590,"30.057536, -95.190299"
67591,"45.220228999999996, -63.318204"
67612,"47.204576, -119.99616599999999"
67614,"0.0, 0.0"
67636,"44.543015999999994, -121.275072"
67637,"38.907231, -77.036464"
67638,"36.782385, -108.11233500000002"
67648,"52.497193, 0.918423"
67667,"51.481581, -3.17909"
67669,"41.578443, -70.55864"
67670,"52.355518, -1.17432"
67671,"0.0, 0.0"
67680,"0.0, 0.0"
67684,"23.810332, 90.412518"
67690,"42.611202, -71.574515"
67698,"40.723384, -74.001704"
67702,"35.912222, 14.504167"
67708,"0.0, 0.0"
67713,"42.1625, -83.403056"
67725,"40.569789, -79.76477"
67726,"0.0, 0.0"
67738,"46.729553, -94.6859"
67740,"0.0, 0.0"
67750,"42.583595, -82.82934200000001"
67758,"44.189417999999996, -79.70074"
67770,"51.052986, -1.335218"
67779,"42.509784, -74.98589799999999"
67780,"38.907231, -77.036464"
67782,"41.708808000000005, -70.213359"
67796,"40.5725, -111.85972199999999"
67809,"45.570145000000004, -117.52824199999999"
67812,"47.637156, -117.078243"
67817,"0.0, 0.0"
67819,"39.290385, -76.612189"
67831,"0.0, 0.0"
67844,"39.096849, -120.032351"
67847,"33.884736, -118.410909"
67850,"38.473521999999996, -119.98768500000001"
67854,"47.857864, -123.932115"
67857,"45.855610999999996, -116.79236200000001"
67868,"42.503207, -71.300336"
67869,"0.0, 0.0"
67871,"41.895521, -106.20473899999999"
67875,"47.5209, -120.462453"
67878,"40.44925, -122.33976499999999"
67881,"-36.848459999999996, 174.76333200000002"
67890,"40.160667, -74.067975"
67895,"-46.413187, 168.353773"
67897,"41.75612, -88.035574"
67911,"41.447569, -71.52466700000001"
67928,"31.552559999999996, -97.224838"
67934,"47.250795000000004, -122.43989199999999"
67941,"30.463558000000003, -86.553338"
67944,"43.901534000000005, -85.837519"
67962,"37.338021000000005, -119.585774"
67972,"55.245265, 24.776075"
67978,"53.432604000000005, -1.363501"
67991,"35.696111, 51.423056"
67996,"38.605604, -89.435916"
68016,"33.386013, -112.612416"
68054,"40.738658, -85.171637"
68072,"0.0, 0.0"
68078,"41.581352, -87.769858"
68086,"26.875212, -82.32212700000001"
68099,"40.491734, -80.366452"
68108,"48.123603, -118.22848400000001"
68129,"31.968598999999998, -99.901813"
68130,"26.122439, -80.13731700000001"
68143,"35.805611, -114.71163999999999"
68159,"41.611143, -86.722719"
68162,"0.0, 0.0"
68175,"37.034239, -76.079844"
68176,"38.306831, -90.403614"
68179,"44.151098, -103.307962"
68209,"38.846224, -77.306373"
68211,"39.911203, -77.549989"
68214,"44.762609000000005, -109.028474"
68216,"44.775237, -67.361025"
68220,"42.196027, -74.09850300000001"
68223,"41.666416999999996, -70.569278"
68224,"41.666416999999996, -70.569278"
68227,"34.578953000000006, -119.948035"
68231,"38.720945, -75.076014"
68232,"32.736259000000004, -96.864586"
68233,"35.759572999999996, -79.0193"
68235,"38.6021, -76.581765"
68238,"41.26103, -85.667889"
68239,"42.748913, -73.85408199999999"
68241,"38.6021, -76.581765"
68245,"37.277463, -85.338701"
68266,"34.052234000000006, -118.24368500000001"
68272,"40.530778000000005, -112.29828"
68273,"52.632381, 4.753375"
68289,"32.858805, -95.95154000000001"
68298,"40.633125, -89.398528"
68310,"39.509254999999996, -91.768487"
68329,"38.819681, -90.450237"
68337,"0.0, 0.0"
68338,"38.517590000000006, -89.928972"
68340,"38.408943, -90.570125"
68347,"38.310761, -90.280699"
68358,"38.907231, -77.036464"
68359,"0.0, 0.0"
68385,"41.860533000000004, -120.15207"
68414,"7.1897660000000005, 100.595381"
68416,"55.40375600000001, 10.40237"
68430,"35.899473, -85.02334599999999"
68441,"40.403743, -84.006699"
68444,"40.164578999999996, -74.208267"
68447,"40.324934999999996, -74.281432"
68455,"37.911037, -119.25793"
68464,"27.273049, -80.358226"
68499,"0.0, 0.0"
68506,"47.451459, -122.82694599999999"
68510,"30.420071000000004, -86.61703100000001"
68543,"35.193332, -114.57274299999999"
68549,"36.835194, -81.54141700000001"
68586,"40.152592999999996, -76.750247"
68599,"37.916104, -85.95624699999999"
68611,"41.727271, -86.067503"
68622,"37.338658, -92.90712099999999"
68653,"32.640054, -117.08419599999999"
68655,"43.756775, 1.467376"
68658,"41.44212, -75.574247"
68662,"38.910841, -94.382172"
68677,"41.844096, -85.862697"
68683,"32.768761, -117.04041000000001"
68716,"40.376177, -104.72197299999999"
68721,"39.003968, -81.989028"
68730,"42.665197, -82.92864300000001"
68735,"49.262838, -122.781071"
68760,"40.352940999999994, -78.17612700000001"
68766,"0.0, 0.0"
68779,"46.553733, -120.38316200000001"
68814,"38.907231, -77.036464"
68835,"44.314844, -85.602364"
68857,"36.297844, -91.515973"
68858,"41.341859, -97.446437"
68882,"42.670782, -83.032993"
68887,"40.707324, -73.675963"
68889,"41.605327, -81.45344899999999"
68900,"41.693154, -87.712335"
68901,"42.586888, -82.919551"
68917,"44.634917, -93.278482"
68931,"43.021628, -78.96573000000001"
68945,"41.251193, -75.90741899999999"
68947,"41.184794000000004, -77.313862"
68961,"38.907231, -77.036464"
68962,"38.907231, -77.036464"
68972,"46.405029, -79.46609000000001"
68973,"46.405029, -79.46609000000001"
68975,"37.003111, -88.234475"
69003,"33.179285, -117.023606"
69007,"38.907231, -77.036464"
69013,"43.681611, -80.027781"
69033,"33.179285, -117.023606"
69035,"40.265368, -76.708303"
69041,"47.322516, -122.320609"
69049,"35.233971000000004, -92.38765500000001"
69066,"53.52023199999999, -6.085078"
69093,"42.314321, -71.570637"
69105,"42.751453999999995, -83.741163"
69121,"29.651634, -82.324826"
69145,"40.057838000000004, -74.137183"
69148,"37.738056, -92.117222"
69162,"26.580582, -80.05125"
69183,"27.273049, -80.358226"
69185,"40.376177, -104.72197299999999"
69186,"40.438992, -79.893512"
69216,"38.910841, -94.382172"
69217,"38.228, -85.66372199999999"
69237,"42.670782, -83.032993"
69250,"41.859497, -80.953983"
69256,"0.0, 0.0"
69270,"48.503890000000006, -122.23611000000001"
69286,"27.273049, -80.358226"
69296,"40.89533, -83.888829"
69306,"38.907231, -77.036464"
69310,"46.521858, -84.34609"
69311,"44.189978, -103.34384"
69314,"3.5092470000000002, 101.524805"
69339,"32.562928, -93.515174"
69341,"42.976757, -70.76560699999999"
69361,"36.09986, -80.24421600000001"
69382,"0.0, 0.0"
69407,"38.324512, -85.87357800000001"
69410,"40.4675, -83.87527800000001"
69428,"30.332184, -81.655651"
69431,"44.699827, -80.002503"
69435,"45.802758000000004, -66.620402"
69441,"19.490278, -155.102778"
69448,"19.555833, -155.108056"
69457,"37.320721999999996, -119.565078"
69464,"39.863702, -105.122972"
69470,"38.910841, -94.382172"
69486,"38.907231, -77.036464"
69494,"35.385923999999996, -94.398547"
69495,"33.898889000000004, -117.276389"
69497,"34.835777, -114.58498"
69504,"44.152565, -71.679528"
69506,"0.0, 0.0"
69512,"37.865101, -119.538329"
69517,"33.953348999999996, -117.396156"
69524,"38.410415, -96.169012"
69531,"0.0, 0.0"
69533,"-39.035173, 177.418031"
69534,"43.620447, -70.734287"
69536,"47.848619, -92.338842"
69537,"42.371688, -88.09008100000001"
69538,"47.882046, -90.887489"
69548,"38.948959, -83.405746"
69550,"39.02001, 1.482148"
69554,"38.974835, -74.833502"
69563,"-33.932103999999995, 18.860152"
69566,"55.712621999999996, 21.135219"
69573,"0.0, 0.0"
69580,"46.800569, -122.017018"
69581,"29.532418, -98.280236"
69583,"60.566667, -140.403889"
69584,"38.310497, -121.90179499999999"
69587,"24.2075, 55.744721999999996"
69591,"38.111526, -88.970108"
69603,"51.985103, 5.8987300000000005"
69615,"35.901025, -94.37706999999999"
69627,"46.827647999999996, 18.293447"
69638,"33.827395, -78.642792"
69640,"40.5725, -111.85972199999999"
69644,"52.355518, -1.17432"
69654,"43.958333, -78.959722"
69659,"0.0, 0.0"
69686,"34.033344, -118.037011"
69692,"34.944168, 69.273331"
69706,"40.376177, -104.72197299999999"
69710,"38.539556, -75.055181"
69727,"38.584329, -108.07309599999999"
69736,"40.433284, -111.75076299999999"
69747,"37.817240000000005, -96.862252"
69752,"35.022484999999996, -114.58927"
69757,"43.532410999999996, -76.16685799999999"
69761,"39.97117, -74.339282"
69764,"42.033436, -70.095302"
69776,"39.011902, -98.484246"
69783,"38.580461, -121.53023400000001"
69784,"36.793403000000005, -94.725228"
69809,"40.738658, -85.171637"
69810,"42.348519, -83.457408"
69815,"40.447596000000004, -118.25965500000001"
69819,"32.635068, -111.40066999999999"
69823,"19.639994, -155.996926"
69824,"0.0, 0.0"
69836,"43.159375, -79.246863"
69842,"44.958164000000004, -124.01789099999999"
69844,"51.790278, -96.715278"
69845,"47.247821, 12.117827"
69847,"45.099985, -87.630662"
69850,"34.063344, -117.650888"
69862,"51.602987, -2.580896"
69872,"46.616667, -67.616667"
69886,"20.682617999999998, -88.56864399999999"
69890,"28.951915000000003, -113.56243400000001"
69891,"33.836081, -81.163724"
69896,"41.213673, -74.494364"
69898,"36.850566, 28.255585999999997"
69904,"32.0853, 34.781768"
69914,"21.799395999999998, -72.295591"
69915,"47.941562, -91.215398"
69925,"32.608610999999996, -83.638056"
69926,"33.100491999999996, -116.301327"
69929,"41.600868, -87.606989"
69930,"36.9, -113.933333"
69934,"38.910841, -94.382172"
69937,"32.318231, -86.902298"
69940,"41.921110999999996, -71.435"
69941,"38.321675, -94.315422"
69944,"-14.599413, -28.673146999999997"
69954,"52.240477, -0.9026559999999999"
69961,"33.815346000000005, -78.678106"
69973,"40.462167, -79.940995"
69983,"10.823099000000001, 106.62966399999999"
69992,"30.593497999999997, 31.498371999999996"
69993,"45.903826, -74.245745"
70020,"39.403985999999996, -84.406761"
70026,"56.949649, 24.105186"
70091,"37.964253, -91.83183299999999"
70104,"28.114184, -81.61785400000001"
70113,"52.355518, -1.17432"
70114,"0.0, 0.0"
70116,"36.138221, -94.13965"
70135,"0.0, 0.0"
70142,"0.0, 0.0"
70143,"34.924031, -117.891208"
70147,"37.542448, -119.64453999999999"
70149,"44.72724, 26.10957"
70152,"33.617773, -114.58826100000002"
70153,"29.420981, -98.530058"
70161,"51.14869, -0.9872"
70164,"53.726668000000004, -127.647621"
70171,"32.943896, -106.41966000000001"
70173,"34.048928000000004, -111.093731"
70185,"63.237028, 21.394175"
70191,"47.829844, -91.548761"
70194,"40.648056, -86.152222"
70198,"45.471965999999995, -73.799019"
70200,"37.9847, -0.680823"
70211,"36.163578, -115.505288"
70223,"38.069210999999996, -117.23058600000002"
70224,"33.953348999999996, -117.396156"
70229,"36.648889000000004, 51.496111"
70236,"0.0, 0.0"
70242,"62.086839000000005, 6.86481"
70245,"47.68, -94.91"
70254,"0.0, 0.0"
70257,"34.519940000000005, -105.87008999999999"
70260,"51.02081, -0.21921"
70265,"32.420674, -104.228837"
70285,"63.09055600000001, -147.474167"
70286,"40.219286, -74.979311"
70288,"63.09055600000001, -147.474167"
70297,"46.600806, -112.038746"
70299,"0.0, 0.0"
70300,"26.074507999999998, 119.296494"
70311,"34.108345, -117.28976499999999"
70330,"0.0, 0.0"
70334,"40.43495, 49.867622999999995"
70338,"-24.658056, 25.912222"
70345,"38.961769, -77.508523"
70371,"52.302419, -0.693964"
70376,"41.611143, -86.722719"
70397,"26.11184, -97.168126"
70444,"58.506489, 15.505829"
70448,"40.691613000000004, -112.00105"
70455,"43.579356, -116.199928"
70457,"26.452025, -81.948145"
70482,"40.376177, -104.72197299999999"
70485,"37.306585999999996, -88.178386"
70486,"42.495556, -82.900278"
70491,"0.0, 0.0"
70501,"51.092903, 2.9795830000000003"
70504,"10.370811999999999, 124.753367"
70512,"0.0, 0.0"
70514,"37.77493, -122.419416"
70517,"47.751073999999996, -120.74013899999999"
70518,"38.500181, -122.872125"
70535,"28.632996000000002, -106.0691"
70547,"39.074208, 21.824312"
70553,"34.048928000000004, -111.093731"
70554,"34.90999, -109.80679199999999"
70555,"37.595818, -1.314735"
70563,"48.77071, 18.620954"
70581,"1.352083, 103.819836"
70588,"40.094497, -74.041329"
70590,"46.056946999999994, 14.505751"
70591,"34.048928000000004, -111.093731"
70596,"15.828126000000001, 78.037279"
70597,"29.685693, 76.990482"
70601,"43.88728, -70.677518"
70606,"34.70713, 33.022617"
70611,"-19.691883999999998, -46.173606"
70612,"36.505389, -117.079408"
70629,"50.454240999999996, 3.9566589999999997"
70633,"40.553182, -90.224466"
70650,"35.139167, -78.999167"
70653,"28.545192999999998, -81.518766"
70660,"40.691613000000004, -112.00105"
70671,"34.092809, -118.32866100000001"
70678,"-36.848459999999996, 174.76333200000002"
70686,"-20.035, 57.64305600000001"
70697,"42.126115999999996, -83.257233"
70704,"35.880278000000004, -118.67361100000001"
70709,"33.849185, -117.18948"
70711,"35.93181, -116.22785800000001"
70726,"45.383333, -78.016667"
70730,"42.515064, -122.039026"
70740,"44.534356, -75.579987"
70744,"50.141644, -115.479235"
70766,"-23.000370999999998, -43.365895"
70769,"41.735088, -75.139615"
70781,"37.865101, -119.538329"
70784,"43.727618, -117.144576"
70788,"29.311659999999996, 47.481766"
70789,"37.865101, -119.538329"
70796,"34.1064, -117.370323"
70804,"33.941463, -84.51784599999999"
70807,"45.739044, -84.903263"
70810,"36.862944, -120.782431"
70816,"36.594682, 136.625573"
70819,"34.519940000000005, -105.87008999999999"
70824,"29.685693, 76.990482"
70826,"36.091741, -93.150177"
70827,"29.685693, 76.990482"
70831,"40.792671999999996, -76.564061"
70833,"29.311659999999996, 47.481766"
70838,"-8.579695, -74.361494"
