,location
12371,"54.787715000000006, -6.4923150000000005"
12381,"54.827268999999994, -7.463578999999999"
12388,"52.527666, -1.348303"
12396,"19.951944, -99.53277800000001"
12397,"0.0, 0.0"
12399,"43.193852, -71.572395"
12400,"0.0, 0.0"
12407,"31.5455, -110.277286"
12416,"39.8839, -75.33084699999999"
12420,"10.666667, -61.516667000000005"
12421,"35.898909, 14.514553"
12433,"22.396428, 114.10949699999999"
12436,"32.975120000000004, -96.332482"
12438,"52.355084999999995, 6.659864999999999"
12442,"47.0225, -65.508889"
12447,"39.975755, -82.94881099999999"
12451,"28.270570000000003, -82.674548"
12455,"0.0, 0.0"
12489,"18.268306, -78.34724200000001"
12495,"-18.1416, 178.4419"
12506,"-26.71453, 27.097047999999997"
12509,"35.584324, -78.800013"
12531,"18.473833, -66.938512"
12532,"-27.522349, 153.191323"
12534,"48.736277, 19.146192000000003"
12545,"46.521858, -84.34609"
12556,"0.0, 0.0"
12571,"39.125403000000006, -79.38254"
12583,"33.37451, -111.911424"
12586,"43.801356, -91.239581"
12652,"0.0, 0.0"
12656,"33.963056, -117.56388899999999"
12669,"40.433284, -111.75076299999999"
12693,"39.403985999999996, -84.406761"
12696,"14.058323999999999, 108.277199"
12708,"41.395049, -82.555173"
12714,"27.0, 49.666667"
12719,"22.572646, 88.363895"
12721,"32.854228000000006, -83.591491"
12722,"46.916667, -67.65"
12734,"53.333332999999996, -3.083333"
12740,"37.964253, -91.83183299999999"
12743,"0.0, 0.0"
12775,"0.0, 0.0"
12791,"37.05106, -122.014684"
12797,"38.083403000000004, -122.763304"
12805,"9.512017, 100.013593"
12811,"51.831863, 4.13181"
12817,"0.0, 0.0"
12820,"39.011902, -98.484246"
12822,"16.863611, -99.8825"
12824,"30.235296, -96.365157"
12827,"37.461463, -122.31075200000001"
12828,"33.493478, -112.93708000000001"
12833,"42.328862, -83.120666"
12841,"36.505389, -117.079408"
12842,"39.90403, 116.407526"
12852,"32.678109, -117.099197"
12873,"34.519940000000005, -105.87008999999999"
12880,"26.169691, -81.00950300000001"
12894,"40.706389, -75.163889"
12896,"48.503890000000006, -122.23611000000001"
12899,"38.71484, -120.952826"
12904,"44.314844, -85.602364"
12918,"0.0, 0.0"
12920,"44.215261, -72.586161"
12931,"70.416667, -148.916667"
12933,"43.193852, -71.572395"
12952,"33.542248, -117.78311000000001"
12968,"67.25918399999999, 15.391632000000001"
12978,"0.0, 0.0"
12981,"0.0, 0.0"
12987,"39.756617999999996, -84.190667"
12988,"38.893002, -77.045526"
12991,"59.997175, 23.651446"
12995,"45.373902, -84.496697"
13005,"45.148307, -72.245248"
13012,"41.656174, -72.503751"
13031,"53.800755, -1.549077"
13041,"29.9833, 75.3833"
13042,"33.744461, -118.38701699999999"
13060,"64.282327, -135.0"
13065,"35.601464, -84.461039"
13081,"44.479735, -98.221298"
13090,"19.02317, -98.623841"
13095,"49.261226, -123.113927"
13112,"0.0, 0.0"
13116,"44.409977000000005, -122.53401000000001"
13125,"43.193852, -71.572395"
13129,"34.553128, 18.048011"
13142,"35.93181, -116.22785800000001"
13144,"39.529633000000004, -119.81380300000001"
13167,"52.22917, 5.1668970000000005"
13170,"39.011902, -98.484246"
13191,"50.855638, 0.5525770000000001"
13220,"25.357522, 55.391865"
13222,"37.566534999999995, 126.97796899999999"
13223,"0.0, 0.0"
13234,"33.448377, -112.074037"
13241,"51.921667, 4.481111"
13243,"14.579444, 121.035917"
13246,"22.412222, -83.671944"
13248,"32.540139, -85.098547"
13275,"40.507872, -79.76735"
13289,"41.447569, -71.52466700000001"
13299,"0.0, 0.0"
13315,"0.0, 0.0"
13318,"33.658388, -117.65193300000001"
13347,"41.074404, -96.195132"
13366,"47.626208, -122.521245"
13374,"-19.015438, 29.154857"
13381,"42.909684999999996, -81.49586"
13389,"41.658495, -71.603533"
13391,"48.145891999999996, 17.107136999999998"
13392,"19.70595, -101.194982"
13411,"34.028622999999996, -117.810337"
13427,"41.449721999999994, -72.818889"
13435,"49.415288000000004, -82.423542"
13437,"29.028318, -81.30311800000001"
13438,"33.854335, -112.12513700000001"
13442,"33.170278, -111.572222"
13446,"30.755542, -85.19272600000001"
13447,"0.0, 0.0"
13475,"41.223, -111.97383"
13483,"34.086940999999996, -118.270204"
13486,"49.500881, 5.986093"
13496,"40.058324, -74.405661"
13516,"43.681611, -80.027781"
13523,"40.688295000000004, -105.09401799999999"
13532,"47.908825, -122.26811200000002"
13534,"52.814028, -1.6371360000000001"
13543,"44.916667, -65.166667"
13546,"45.117371, -75.012052"
13550,"40.417287, -82.907123"
13557,"40.174276, -75.10683900000001"
13565,"47.44732, -122.45985"
13566,"0.0, 0.0"
13571,"-28.868483, 153.560001"
13581,"38.095147999999995, -77.13598499999999"
13606,"41.389491, -82.019032"
13613,"32.756638, -97.14613100000001"
13619,"33.758728000000005, -116.958712"
13625,"32.753471999999995, -79.952845"
13630,"32.753471999999995, -79.952845"
13638,"50.854957, 3.127457"
13644,"48.852845, 1.874855"
13648,"52.355518, -1.17432"
13661,"39.807012, -82.297094"
13663,"28.198096000000003, -82.432994"
13665,"40.015892, -74.956425"
13678,"50.793209000000004, -0.005174"
13680,"55.54857, -2.786139"
13681,"12.971599000000001, 77.594563"
13686,"29.311659999999996, 47.481766"
13688,"37.489922, -88.557237"
13695,"0.0, 0.0"
13696,"25.474449, -80.474193"
13709,"40.43495, 49.867622999999995"
13722,"44.910061, -69.410048"
13723,"-33.924868, 18.424055"
13725,"41.083152, -73.920137"
13740,"40.000496000000005, -75.56260400000001"
13741,"40.5725, -111.85972199999999"
13769,"39.57394, -75.946324"
13774,"-0.589724, 101.343106"
13775,"19.181739, -88.479138"
13787,"0.0, 0.0"
13791,"36.778261, -119.41793200000001"
13792,"42.586888, -82.919551"
13801,"39.143440999999996, -77.20137"
13822,"0.0, 0.0"
13824,"0.0, 0.0"
13829,"-40.900557, 174.88597099999998"
13832,"32.895764, -105.98015600000001"
13848,"38.956131, -78.805797"
13850,"50.837165, 4.663337"
13855,"12.879721, 121.77401699999999"
13857,"0.0, 0.0"
13874,"20.653407, -105.22533200000001"
13879,"42.340637, -75.16516899999999"
13886,"38.202546000000005, -119.01640400000001"
13888,"-33.513633, 151.335513"
13895,"30.438101, 75.70516500000001"
13898,"44.3683, -92.511298"
13905,"0.0, 0.0"
13906,"38.922549, -77.417501"
13913,"53.873712, -3.021371"
13928,"-18.1416, 178.4419"
13936,"47.626208, -122.521245"
13939,"37.004245000000004, -110.173478"
13944,"40.623333, -74.601111"
13945,"36.778261, -119.41793200000001"
13948,"40.623333, -74.601111"
13993,"0.0, 0.0"
13998,"28.078072, -82.763713"
13999,"-0.023559, 37.906193"
14001,"27.664827000000002, -81.515754"
14027,"46.491684, -114.0913"
14030,"46.235, -119.223301"
14038,"32.165622, -82.900075"
14044,"51.899603000000006, -1.15359"
14055,"26.144517, 91.736237"
14065,"38.802609999999994, -116.419389"
14067,"44.531403000000005, -64.314502"
14069,"27.273049, -80.358226"
14082,"37.509592, -81.109905"
14085,"38.704282, -77.22776"
14095,"28.635308000000002, 77.22496"
14105,"0.0, 0.0"
14109,"32.507757, -85.05090799999999"
14118,"35.77959, -78.63817900000001"
14120,"36.663447, -87.47739"
14154,"20.629559, -87.073885"
14155,"0.0, 0.0"
14174,"40.5725, -111.85972199999999"
14184,"42.126115999999996, -83.257233"
14202,"31.968598999999998, -99.901813"
14205,"41.106606, -80.965002"
14207,"38.597626, -80.454903"
14208,"37.431573, -78.656894"
14211,"29.563567, -95.286047"
14216,"32.746204, -91.978289"
14219,"47.034124, -123.789129"
14221,"69.085278, 17.172222"
14229,"43.193852, -71.572395"
14233,"38.910841, -94.382172"
14249,"32.354668, -89.398528"
14250,"45.931352000000004, -87.07125"
14255,"37.424106, -122.166076"
14279,"33.144290999999996, -117.095556"
14292,"40.164326, -85.348378"
14294,"36.393752, -78.982788"
14298,"34.125566, -116.876415"
14304,"30.357144, -87.163857"
14311,"34.817299, -97.40586"
14322,"45.442254, 16.276858999999998"
14323,"38.982057, -74.957952"
14325,"25.047664, 55.181741"
14347,"53.525932999999995, -7.338138000000001"
14349,"37.91441, 40.230629"
14350,"39.528851, -84.42777"
14371,"0.0, 0.0"
14379,"20.296059, 85.82454"
14381,"25.082252, -77.268263"
14398,"60.375551, 6.142884"
14415,"0.0, 0.0"
14423,"26.092299, -97.957224"
14434,"26.266666999999998, 50.15"
14437,"40.083845000000004, -111.59603"
14446,"47.375658, -121.868444"
14448,"21.161908, -86.851528"
14455,"50.773467, 0.101108"
14456,"46.163663, -121.565781"
14457,"52.355518, -1.17432"
14483,"-25.289619000000002, 152.830916"
14484,"21.0167, 75.5667"
14495,"41.600807, -87.608358"
14503,"36.566389, -121.94666699999999"
14516,"26.62535, -81.624803"
14541,"-29.85868, 31.02184"
14559,"0.0, 0.0"
14560,"41.658445, -70.128629"
14561,"41.658445, -70.128629"
14566,"42.066885, -81.33994100000001"
14567,"39.660829, -119.87413400000001"
14568,"39.660829, -119.87413400000001"
14569,"0.0, 0.0"
14570,"0.0, 0.0"
14583,"0.0, 0.0"
14596,"0.0, 0.0"
14598,"13.171641000000001, 78.693053"
14609,"64.96305100000001, -19.020835"
14610,"52.167603, 22.290164"
14626,"51.927751, 0.024258000000000002"
14629,"40.083845000000004, -111.59603"
14642,"53.41291, -8.243889999999999"
14648,"27.86352, -97.667457"
14672,"34.05149, -84.0713"
14679,"34.9467, -83.430327"
14680,"32.7319, -117.19731200000001"
14682,"13.135745000000002, 78.132561"
14710,"0.0, 0.0"
14711,"-20.917574, 142.702796"
14712,"43.681611, -80.027781"
14724,"37.566534999999995, 126.97796899999999"
14733,"47.322516, -122.320609"
14742,"35.397778, -97.652222"
14754,"32.809821, -101.914879"
14755,"32.809821, -101.914879"
14756,"26.923519, -80.854385"
14757,"36.840348999999996, -91.744701"
14773,"36.180267, -115.31610800000001"
14778,"34.772013, 32.429737"
14779,"41.121012, -78.758326"
14788,"40.411367, -79.571587"
14790,"52.92253, -1.4746190000000001"
14792,"33.886214, -118.22896599999999"
14809,"48.775877, -123.25561499999999"
14827,"32.957313, -105.74248500000002"
14831,"40.858433000000005, -74.16375500000001"
14840,"-9.445638, 159.9729"
14841,"27.893965, -110.87466599999999"
14842,"0.0, 0.0"
14844,"44.4325, 26.103889000000002"
14845,"7.341063, 134.47716"
14856,"53.268083, -3.7935"
14879,"35.235903, -85.19079"
14911,"38.50188, -75.748457"
14915,"40.291181, -79.93199399999999"
14921,"43.095526, -86.184076"
14927,"24.466667, 54.36666700000001"
14940,"51.985103, 5.8987300000000005"
14955,"36.152638, -80.362275"
14956,"43.193852, -71.572395"
14979,"42.423857, -70.982599"
14980,"43.837208000000004, -79.508276"
14985,"42.766667, -70.845833"
14987,"37.289694, -113.007021"
14989,"0.0, 0.0"
15004,"28.635308000000002, 77.22496"
15025,"40.057838000000004, -74.137183"
15038,"46.853704, -121.75895"
15041,"0.0, 0.0"
15046,"48.633082, -122.928982"
15051,"35.149534, -90.04898"
15071,"29.954726, -93.931365"
15080,"46.729553, -94.6859"
15087,"29.656593, -103.523381"
15109,"51.068785, -1.794472"
15116,"52.355518, -1.17432"
15123,"38.138253999999996, -120.37019599999999"
15125,"54.884565, -126.207158"
15135,"26.443396999999997, -82.111512"
15138,"40.963669, -81.33121899999999"
15141,"18.427445000000002, -67.15406999999999"
15146,"33.93911, 67.709953"
15150,"40.00549, -105.25626000000001"
15158,"0.0, 0.0"
15162,"25.357522, 55.391865"
15173,"41.494476, -71.670836"
15174,"40.376177, -104.72197299999999"
15181,"-37.979858, -57.589794"
15183,"36.877342, -77.404475"
15204,"40.858433000000005, -74.16375500000001"
15212,"34.055074, -80.832243"
15217,"40.164578999999996, -74.208267"
15221,"47.44732, -122.45985"
15225,"13.960106, 122.541582"
15238,"34.106398999999996, -117.593108"
15240,"0.0, 0.0"
15245,"22.088139, -159.337982"
15247,"27.273049, -80.358226"
15254,"42.177932, -79.97848499999999"
15259,"19.41937, -155.288497"
15261,"49.366667, -126.2625"
15263,"41.319664, 16.283821"
15266,"19.075984, 72.877656"
15272,"38.907231, -77.036464"
15276,"42.439479, -83.74383"
15280,"37.315326, -93.5852"
15286,"43.048219, -76.494036"
15300,"47.088811, -122.602484"
15304,"38.907231, -77.036464"
15311,"20.484698, 84.226019"
15315,"35.142466999999996, -119.45650800000001"
15329,"17.295085999999998, 78.503606"
15332,"0.0, 0.0"
15336,"27.850278000000003, -82.174722"
15348,"30.438256, -84.280733"
15353,"28.459497, 77.026638"
15376,"40.623333, -74.601111"
15384,"38.780938, -90.78836"
15385,"38.780938, -90.78836"
15396,"18.520429999999998, 73.85674399999999"
15398,"38.812059000000005, -77.636381"
15404,"52.154738, -0.701378"
15409,"45.901953999999996, -115.723743"
15412,"38.713107, -90.42984"
15432,"37.252526, -115.80041299999999"
15436,"53.007732, -1.4334120000000001"
15437,"27.273049, -80.358226"
15441,"24.861462, 67.009939"
15444,"44.820555999999996, 20.462222"
15447,"36.410623, -92.662944"
15467,"0.0, 0.0"
15490,"36.436042, -97.578807"
15496,"31.463772, -100.437037"
15503,"0.0, 0.0"
15504,"47.551493, -101.002012"
15509,"41.976236, -80.332451"
15515,"44.870816, -101.043482"
15526,"18.318899, -64.61106"
15553,"47.516667, -52.983332999999995"
15564,"37.180415, -82.92181"
15581,"35.759572999999996, -79.0193"
15584,"43.837208000000004, -79.508276"
15592,"18.399722, -66.05"
15606,"39.73928, -75.22407199999999"
15608,"28.198096000000003, -82.432994"
15620,"27.716432, -97.328818"
15645,"36.778261, -119.41793200000001"
15646,"32.237147, -80.860387"
15651,"35.584324, -78.800013"
15660,"40.790209999999995, -73.762495"
15671,"36.700833, -81.444722"
15686,"33.835293, -117.91450400000001"
15688,"27.46449, -82.67254799999999"
15690,"40.247972999999995, -74.029843"
15698,"0.0, 0.0"
15700,"36.778261, -119.41793200000001"
15714,"48.187056, -122.507847"
15753,"33.489892, -117.696468"
15758,"40.560839, -119.603549"
15763,"39.729432, -104.83192"
15768,"25.686614000000002, -100.316113"
15770,"33.754185, -118.216458"
15780,"40.376177, -104.72197299999999"
15805,"39.613584, -84.160146"
15810,"3.1390029999999998, 101.68685500000001"
15818,"39.935301, -104.87496999999999"
15827,"39.75, 39.5"
15830,"0.0, 0.0"
15836,"37.249053, -77.332431"
15839,"42.013372, 24.878439"
15840,"36.778261, -119.41793200000001"
15851,"40.971148, -124.10661499999999"
15857,"36.778261, -119.41793200000001"
15858,"38.863138, -104.845462"
15866,"-6.314993, 143.95555"
15870,"43.756551, -79.36077900000001"
15873,"46.867, -71.267"
15879,"26.443396999999997, -82.111512"
15883,"-36.848459999999996, 174.76333200000002"
15898,"35.868034, -92.00305300000001"
15900,"43.797762, -88.003208"
15902,"40.130382, -75.514913"
15932,"-34.603722999999995, -58.381593"
15945,"4.62977, -74.13401"
15950,"21.451331, -158.01528100000002"
15955,"40.668955, -86.134588"
15965,"12.971599000000001, 77.594563"
15971,"49.145922, 0.22784899999999997"
16003,"40.640063, 22.944419"
16064,"45.803909999999995, -108.446927"
16066,"32.079049, -106.229778"
16068,"41.186389, -74.05555600000001"
16076,"39.62892, -84.189512"
16080,"0.0, 0.0"
16092,"13.728, -60.95399999999999"
16096,"53.333332999999996, -3.083333"
16097,"26.883675, -82.290094"
16099,"46.100278, 19.665556"
16118,"-25.746111, 28.188056"
16162,"45.377973, -73.930391"
16186,"45.012465999999996, -92.991883"
16188,"0.0, 0.0"
16194,"19.075984, 72.877656"
16201,"0.0, 0.0"
16204,"62.320905, -150.106622"
16205,"35.443708, 139.638026"
16206,"0.0, 0.0"
16209,"35.385923999999996, -94.398547"
16210,"35.385923999999996, -94.398547"
16211,"38.950278999999995, -95.664169"
16212,"40.583346999999996, -4.127044000000001"
16213,"0.0, 0.0"
16221,"45.070312, 7.686856"
16222,"47.504721999999994, -111.18722199999999"
16224,"18.220833, -66.590149"
16232,"41.203322, -77.194525"
16235,"35.079524, -106.387891"
16246,"-14.599413, -28.673146999999997"
16253,"-25.274398, 133.775136"
16257,"37.276675, -115.79893600000001"
16265,"29.843009000000002, -95.17787299999999"
16269,"0.0, 0.0"
16274,"35.18327, -111.70296499999999"
16293,"28.709143, -100.499521"
16296,"44.057325, -94.19234"
16300,"33.990968, -118.09886100000001"
16310,"64.200841, -149.493673"
16316,"47.439345, -122.261324"
16323,"37.577870000000004, -122.34808999999998"
16332,"43.222023, -71.713965"
16335,"47.746221999999996, -121.08593300000001"
16340,"51.903760999999996, -0.19661199999999998"
16353,"-33.093373, 151.58898200000002"
16354,"24.861462, 67.009939"
16384,"35.759572999999996, -79.0193"
16388,"30.198381, 71.468703"
16398,"50.794995, -1.1175469999999998"
16407,"41.184171, -86.604934"
16416,"0.0, 0.0"
16418,"0.0, 0.0"
16420,"44.258866, -76.313577"
16429,"35.565358, -90.933729"
16431,"-26.899363, 152.956306"
16436,"48.503890000000006, -122.23611000000001"
16439,"42.365913, -87.933996"
16441,"-34.603722999999995, -58.381593"
16445,"12.971599000000001, 77.594563"
16446,"12.971599000000001, 77.594563"
16448,"47.088811, -122.602484"
16461,"38.040757, -122.788046"
16468,"38.45312, -85.670241"
16483,"0.0, 0.0"
16496,"51.571148, 8.105754"
16501,"-36.848459999999996, 174.76333200000002"
16514,"52.954783, -1.158109"
16518,"32.776475, -79.931051"
16520,"-6.388877, 106.830069"
16527,"54.988285, -3.8577839999999997"
16533,"43.901816, 1.896506"
16534,"32.717886, -100.917618"
16537,"43.089558000000004, -79.084944"
16554,"36.34, 43.13"
16563,"28.361110999999998, -80.622222"
16564,"53.248472, -2.50897"
16577,"45.324577000000005, -118.08771899999999"
16580,"41.5093, -90.515299"
16581,"27.7, 85.333333"
16593,"4.175278, 73.508889"
16601,"33.904019, -118.142825"
16614,"33.787794, -117.85311200000001"
16624,"38.942879, -95.060926"
16626,"14.351875, 120.931505"
16633,"54.236107, -4.548056"
16646,"-43.532053999999995, 172.636225"
16651,"28.196673999999998, -16.762351000000002"
16675,"42.926483000000005, -80.603382"
16677,"34.163305, -118.384178"
16703,"49.57245, 5.99505"
16706,"43.021628, -78.96573000000001"
16711,"41.447569, -71.52466700000001"
16741,"34.474782, -89.653403"
16744,"36.070378000000005, -79.852082"
16758,"32.165622, -82.900075"
16765,"33.353873, -112.44221100000001"
16771,"33.980289, -118.45174499999999"
16798,"34.001631, -83.887097"
16803,"29.119427, -81.351454"
16805,"29.643162, -98.477151"
16814,"29.311659999999996, 47.481766"
16832,"39.819722, -75.122778"
16838,"0.0, 0.0"
16841,"36.060293, -107.967008"
16846,"31.450463, -83.50849699999999"
16860,"6.839722, 79.875833"
16864,"27.915817999999998, 34.32995"
16875,"14.083332999999998, -87.216667"
16878,"41.001764, -73.665683"
16879,"36.510071, -4.882447"
16891,"30.367420000000003, -89.092816"
16893,"45.533451, -122.47523899999999"
16902,"17.516597, 104.076902"
16905,"51.550501000000004, -0.304841"
16915,"52.969535, -113.377245"
16916,"33.663914, -114.229949"
16919,"42.567864, -83.953257"
16922,"39.111504, -121.359881"
16923,"35.650789, -117.66173"
16924,"32.544416, -117.030123"
16952,"53.41291, -8.243889999999999"
16960,"43.689456, -79.45825400000001"
16966,"51.253775, -85.32321400000001"
16968,"27.821329, -82.770826"
16969,"34.519940000000005, -105.87008999999999"
16990,"36.728611, -121.2775"
16993,"36.728611, -121.2775"
16996,"-25.282197, -57.6351"
16999,"0.0, 0.0"
17000,"18.220833, -66.590149"
17016,"41.075036, -87.25752800000001"
17023,"-22.932382, -42.486684000000004"
17025,"34.791785, -82.49290500000001"
17028,"27.273049, -80.358226"
17032,"48.340379999999996, -122.34293400000001"
17041,"33.865015, -117.917004"
17072,"33.691419, -117.66915300000001"
17077,"0.0, 0.0"
17080,"27.863302, -82.49951899999999"
17083,"36.505389, -117.079408"
17088,"40.672108, -76.320309"
17111,"34.729236, -98.502558"
17114,"30.907258000000002, -85.438414"
17134,"41.823995000000004, -90.538966"
17142,"44.239162, -87.641195"
17151,"35.052664, -78.87835799999999"
17154,"38.807968, -94.473524"
17155,"39.507672, -119.803578"
17172,"0.0, 0.0"
17181,"37.458993, -77.468513"
17191,"0.0, 0.0"
17195,"-36.848459999999996, 174.76333200000002"
17202,"33.223191, 43.679291"
17205,"34.690083, 135.195511"
17209,"46.873765, -96.767804"
17221,"3.090607, 101.529597"
17226,"34.8, 48.516667"
17244,"55.736396, -118.38851499999998"
17253,"32.227821, -98.209051"
17256,"48.408645, -122.49609199999999"
17262,"53.800755, -1.549077"
17278,"53.697931000000004, -2.695478"
17287,"41.341111, -89.09083299999999"
17295,"1.537886, 103.66087399999999"
17300,"34.180839, -118.308966"
17311,"45.862337, -122.670378"
17317,"32.514947, -117.038247"
17324,"38.718872, -77.154268"
17326,"45.443298999999996, -93.589962"
17331,"52.947601, 6.623059"
17337,"45.494889, -73.89075600000001"
17338,"60.173324, 24.941025"
17357,"40.623333, -74.601111"
17376,"58.595271999999994, 25.013607"
17378,"41.483531, -87.396727"
17380,"41.974163, -87.907321"
17381,"41.974163, -87.907321"
17400,"30.984298, -91.962333"
17425,"19.033049, 73.029662"
17428,"42.263079, -88.00396500000001"
17449,"36.70299, -117.81591200000001"
17458,"40.857481, -74.427019"
17461,"47.168107, 11.861811999999999"
17464,"40.613551, -112.709966"
17467,"45.361596, -93.70617800000001"
17480,"37.315326, -93.5852"
17488,"40.057838000000004, -74.137183"
17502,"7.341063, 134.47716"
17503,"25.580832, -80.346859"
17504,"40.417287, -82.907123"
17508,"3.1390029999999998, 101.68685500000001"
17510,"30.097162, -95.616055"
17512,"39.575158, 2.653674"
17530,"61.623501, -149.331917"
17549,"40.9983, -74.35279799999999"
17552,"44.20561, -73.246234"
17558,"29.456053000000004, -81.24914100000001"
17560,"34.363889, -119.44805600000001"
17561,"34.363889, -119.44805600000001"
17584,"50.024565, -114.92353"
17587,"33.663914, -114.229949"
17590,"23.61, 58.54"
17594,"-18.0, 178.0"
17600,"41.625935999999996, -71.21338"
17613,"-43.383032, 172.656958"
17615,"45.324577000000005, -118.08771899999999"
17621,"40.782865, -73.965355"
17629,"45.330951, -121.71146499999999"
17639,"38.802609999999994, -116.419389"
17640,"42.803455, -124.313501"
17652,"39.363782, -81.490278"
17656,"52.355518, -1.17432"
17659,"41.600032, -87.93811099999999"
17675,"21.926676999999998, -159.468839"
17695,"42.207039, -71.685624"
17696,"40.623333, -74.601111"
17717,"43.464515999999996, -72.36897900000001"
17724,"41.993389, -79.50282800000001"
17743,"41.890833, -71.690556"
17745,"33.729388, 73.09314599999999"
17747,"27.724721999999996, -82.74194399999999"
17765,"20.422984, -86.92234300000001"
17784,"47.833889, -122.124444"
17788,"42.846108, -71.112674"
17792,"52.350784999999995, 5.264702"
17804,"0.0, 0.0"
17826,"-7.119496000000001, -34.845012"
17829,"-21.170401000000002, -47.810324"
17840,"40.291694, -76.935498"
17848,"42.126115999999996, -83.257233"
17849,"27.477936, -99.549573"
17859,"-14.599413, -28.673146999999997"
17898,"-36.848459999999996, 174.76333200000002"
17904,"5.278611, 100.3875"
17918,"37.289654999999996, -79.852972"
17920,"0.0, 0.0"
17923,"10.315699, 123.88543700000001"
17972,"41.522479, -72.01126"
17977,"42.586888, -82.919551"
17993,"40.691613000000004, -112.00105"
17994,"40.691613000000004, -112.00105"
18005,"41.814094, -103.63627199999999"
18009,"41.156689, -8.623925"
18014,"40.5725, -111.85972199999999"
18034,"0.0, 0.0"
18036,"0.0, 0.0"
18061,"32.858805, -95.95154000000001"
18084,"21.161908, -86.851528"
18088,"-22.9083, -43.197077"
18097,"31.195001, -97.741314"
18098,"35.385923999999996, -94.398547"
18100,"32.350578999999996, -90.17524499999999"
18114,"38.907231, -77.036464"
18146,"19.211766, -155.523258"
18151,"20.653407, -105.22533200000001"
18153,"31.436515999999997, -97.416505"
18154,"36.083143, 138.777376"
18162,"38.442165, -76.743977"
18163,"51.732136, -0.023451"
18182,"38.529288, -76.975251"
18188,"42.033361, -88.08340600000001"
18189,"42.087713, -88.060167"
18190,"42.087713, -88.060167"
18207,"33.931126, -117.54866100000001"
18208,"22.890532999999998, -109.91673700000001"
18220,"-29.31, 27.48"
18230,"45.943160999999996, 24.96676"
18239,"34.187044, -118.38125600000001"
18277,"37.216678, -93.245798"
18299,"50.4501, 30.5234"
18300,"50.4501, 30.5234"
18309,"41.480599, -86.691686"
18313,"1.352083, 103.819836"
18325,"35.372663, -77.437464"
18330,"38.303184, -77.46054000000001"
18331,"0.0, 0.0"
18350,"28.198096000000003, -82.432994"
18371,"0.0, 0.0"
18379,"39.481369, -80.117992"
18381,"0.0, 0.0"
18382,"0.0, 0.0"
18384,"37.950916, -83.625745"
18386,"32.514947, -117.038247"
18389,"44.713611, -73.110556"
18396,"42.170664, -70.905443"
18400,"32.832322, -79.82842600000001"
18408,"41.699096000000004, -70.320911"
18417,"40.5725, -111.85972199999999"
18426,"48.575761, -88.818996"
18440,"0.0, 0.0"
18451,"43.797762, -88.003208"
18472,"9.977844000000001, -84.829421"
18476,"43.796572999999995, -70.258521"
18479,"19.639994, -155.996926"
18481,"-24.957777, -53.459511"
18482,"-33.924868, 18.424055"
18483,"31.451190999999998, 35.383571"
18487,"43.003675, -73.195509"
18493,"38.41925, -82.445154"
18495,"28.669997, -81.20812"
18497,"31.195001, -97.741314"
18504,"31.403509000000003, -92.778207"
18510,"44.027570000000004, -72.279744"
18513,"40.333333, -74.816389"
18516,"51.060853, 0.165894"
18520,"43.825058, -72.24346899999999"
18533,"42.355253000000005, -87.859864"
18543,"48.61645, 19.136023"
18545,"39.729558000000004, -75.467973"
18549,"40.417095, -74.222115"
18566,"0.0, 0.0"
18570,"4.61175, 101.113506"
18576,"38.907231, -77.036464"
18578,"38.073912, -122.188493"
18587,"38.907231, -77.036464"
18588,"34.12855, -119.125979"
18591,"55.611567, -4.669636"
18595,"41.447569, -71.52466700000001"
18597,"0.0, 0.0"
18601,"6.573475, 3.3225629999999997"
18606,"14.083332999999998, -87.216667"
18610,"39.735762, -75.692551"
18612,"43.708795, -79.387626"
18615,"22.209078, -159.50675800000002"
18628,"37.047822, -87.48500200000001"
18636,"-37.979858, -57.589794"
18644,"34.46735, -114.37574"
18653,"53.213147, -3.1338310000000003"
18654,"41.638889, -71.05"
18662,"41.203322, -77.194525"
18675,"52.355518, -1.17432"
18680,"41.525031, -88.081725"
18685,"34.645265, -118.205353"
18688,"-25.274398, 133.775136"
18689,"52.586214, -1.9829189999999999"
18690,"0.0, 0.0"
18692,"36.331205, -82.81859399999999"
18693,"33.317842, -117.32051200000001"
18694,"35.00737, -80.945076"
18700,"-33.469120000000004, -70.641997"
18701,"-36.848459999999996, 174.76333200000002"
18702,"45.685376, -121.516883"
18703,"9.931233, 76.26730400000001"
18719,"17.439193, -99.545097"
18737,"52.388596, -2.249684"
18738,"32.217766999999995, -110.87591299999998"
18749,"0.0, 0.0"
18758,"45.443298999999996, -93.589962"
18765,"41.485096999999996, -72.93454799999999"
18770,"46.774692, -64.230159"
18773,"44.645845, -86.037126"
18794,"46.521858, -84.34609"
18801,"40.012934, -119.55716799999999"
18802,"57.322858, -4.424382"
18807,"0.0, 0.0"
18837,"26.142023000000002, -81.789856"
18842,"38.910841, -94.382172"
18844,"30.733315, 76.779418"
18845,"48.464273999999996, -122.234045"
18853,"34.725786, -95.289343"
18881,"41.774489, -82.65914699999999"
18889,"39.58866, -89.414536"
18898,"38.066674, -103.222708"
18904,"47.36865, 8.539183"
18910,"56.153128, 10.106763"
18913,"47.376894, -122.182325"
18922,"44.372972999999995, -71.950838"
18932,"38.907231, -77.036464"
18944,"21.451331, -158.01528100000002"
18946,"42.108914, -88.29758100000001"
18948,"41.079419, -106.152515"
18950,"39.221577, -77.672235"
