,location
44612,"33.846256, 35.901952"
44618,"51.75, -1.25"
44625,"56.5, -2.9666669999999997"
44631,"53.166667000000004, -1.583333"
44645,"-31.649321, 116.674232"
44646,"-31.649321, 116.674232"
44651,"52.355518, -1.17432"
44682,"51.266667, -1.083333"
44687,"51.021111, -3.104722"
44693,"21.161908, -86.851528"
44708,"51.514125, -0.093689"
44714,"48.515784000000004, 135.101171"
44733,"-34.603722999999995, -58.381593"
44737,"18.196013, 120.59266799999999"
44750,"53.11666700000001, -1.266667"
44756,"19.432608, -99.133208"
44778,"0.0, 0.0"
44783,"18.069623, -96.12431099999999"
44784,"53.45, -2.733333"
44788,"57.166667000000004, -2.666667"
44802,"-21.15345, 149.16554299999999"
44804,"51.514125, -0.093689"
44808,"51.559666, 0.07080499999999999"
44810,"53.763201, -2.70309"
44812,"0.0, 0.0"
44816,"34.533056, 69.166111"
44818,"51.896892, -8.486316"
44824,"10.640739, 122.968956"
44827,"0.0, 0.0"
44837,"51.416667, -0.466667"
44842,"53.8, -1.583333"
44849,"49.214439, -2.13125"
44854,"53.3, -1.133333"
44867,"52.983332999999995, -0.016666999999999998"
44869,"34.883333, 32.383333"
44870,"3.1390029999999998, 101.68685500000001"
44888,"0.0, 0.0"
44936,"0.0, 0.0"
44955,"16.794347, 106.96340900000001"
44970,"6.235925, -75.575137"
44974,"52.370216, 4.895168"
44977,"55.966667, -4.633333"
44987,"51.766667, -1.383333"
44995,"-30.50828, 151.671234"
45004,"10.9, 123.08333300000001"
45009,"10.640739, 122.968956"
45011,"-36.416667, 145.066667"
45024,"-37.813938, 144.963425"
45031,"51.514125, -0.093689"
45032,"46.912287, 3.0972720000000002"
45040,"20.653407, -105.22533200000001"
45041,"20.653407, -105.22533200000001"
45061,"53.166667000000004, -1.583333"
45067,"12.879721, 121.77401699999999"
45076,"53.729988, -0.5732149999999999"
45078,"-34.928661, 138.598633"
45082,"54.583332999999996, -2.833333"
45101,"52.583332999999996, -0.25"
45110,"38.904367, -9.408632"
45125,"22.307159, 73.181219"
45135,"50.116667, 8.683333"
45143,"52.664913, -1.034894"
45154,"-25.274398, 133.775136"
45155,"-34.928661, 138.598633"
45158,"53.55, -2.1166669999999996"
45159,"-34.928661, 138.598633"
45160,"-36.121792, 146.888092"
45167,"59.858564, 17.638927"
45169,"50.45, -3.5"
45178,"3.1390029999999998, 101.68685500000001"
45179,"3.13192, 101.68405899999999"
45180,"52.4, -2.016667"
45218,"53.05, -3.0"
45222,"0.0, 0.0"
45243,"51.016667, -1.316667"
45249,"53.7, -1.233333"
45260,"51.227740999999995, 6.7734559999999995"
45279,"28.535515999999998, 77.391026"
45285,"51.383333, -0.1"
45291,"25.047664, 55.181741"
45331,"1.352083, 103.819836"
45338,"36.900232, 15.143397"
45340,"14.444545999999999, 120.993874"
45367,"10.640739, 122.968956"
45374,"-37.813938, 144.963425"
45379,"0.0, 0.0"
45406,"32.321458, 34.853196000000004"
45416,"51.514125, -0.093689"
45419,"53.816667, -1.95"
45424,"20.629559, -87.073885"
45426,"37.906332, -25.782666"
45451,"51.514125, -0.093689"
45453,"-29.85868, 31.02184"
45462,"-16.483829, 145.467255"
45479,"24.466667, 54.36666700000001"
45486,"-36.616667, 143.466667"
45502,"51.25, 0.75"
45575,"55.833332999999996, -3.083333"
45576,"47.162494, 19.503304"
45586,"28.669157000000002, 77.453758"
45592,"50.866667, 8.033333"
45595,"19.435634, -99.149511"
45604,"52.3, -1.533333"
45605,"50.683333000000005, -4.683333"
45606,"54.583332999999996, -5.933333"
45607,"20.036111, -100.73138900000001"
45613,"51.5, -3.2"
45620,"47.606496, 8.767833"
45622,"51.833333, -0.25"
45624,"11.75, 79.75"
45632,"31.747040999999996, 34.988099"
45655,"0.0, 0.0"
45665,"-31.952240000000003, 115.861397"
45666,"-27.471009999999996, 153.024292"
45668,"49.589721999999995, 11.003889"
45673,"56.490671, -4.202646"
45690,"52.05, -2.7166669999999997"
45704,"10.5, -66.916667"
45723,"51.203610999999995, -2.1808330000000002"
45740,"0.0, 0.0"
45743,"0.0, 0.0"
45744,"52.861616000000005, 4.823809"
45745,"54.287222, -0.414167"
45746,"50.883333, 12.45"
45747,"51.514125, -0.093689"
45748,"0.0, 0.0"
45754,"51.514125, -0.093689"
45763,"52.466667, -1.916667"
45767,"29.907448, -96.781645"
45788,"53.7, -1.483333"
45794,"56.0, -3.75"
45802,"51.514125, -0.093689"
45813,"51.383333, -0.1"
45818,"0.0, 0.0"
45825,"53.954115, -1.064262"
45831,"54.98805600000001, -1.619444"
45834,"51.466667, -0.35"
45859,"54.892472999999995, -2.932931"
45876,"-27.471009999999996, 153.024292"
45950,"21.1667, 79.65"
45965,"48.370545, 10.897789999999999"
46001,"-18.581196, -173.985008"
46009,"52.533333, -2.1166669999999996"
46018,"20.282153, -100.802725"
46025,"50.45, -3.5"
46068,"38.39682, -28.251659000000004"
46069,"-26.595240000000004, 118.493927"
46082,"52.466667, -1.916667"
46083,"3.1390029999999998, 101.68685500000001"
46091,"-29.439203999999997, 30.427121000000003"
46092,"53.7, -1.483333"
46113,"51.883333, -0.516667"
46129,"54.686111, -1.2125"
46143,"0.0, 0.0"
46156,"52.355518, -1.17432"
46158,"-31.952240000000003, 115.861397"
46171,"0.0, 0.0"
46172,"53.183333, 0.1"
46181,"0.0, 0.0"
46204,"0.0, 0.0"
46205,"52.089803, -9.792584"
46248,"0.0, 0.0"
46268,"0.0, 0.0"
46271,"52.772099, -1.206166"
46298,"10.78673, 76.65479300000001"
46308,"-37.831799, 140.77919"
46317,"51.514125, -0.093689"
46324,"0.0, 0.0"
46331,"31.897423, 54.35685600000001"
46337,"-27.471009999999996, 153.024292"
46340,"51.514125, -0.093689"
46343,"0.0, 0.0"
46345,"-33.861481, 151.205475"
46354,"0.0, 0.0"
46355,"0.0, 0.0"
46364,"-37.883333, 147.95"
46367,"51.8, -0.2"
46373,"-35.5, 149.0"
46374,"8.454236, 124.63189799999999"
46376,"0.0, 0.0"
46377,"0.0, 0.0"
46378,"0.0, 0.0"
46392,"53.066667, -2.516667"
46393,"53.716667, -0.333333"
46395,"55.1325, -1.585556"
46401,"0.0, 0.0"
46426,"35.689488, 139.691706"
46449,"50.719164, -1.880769"
46459,"0.0, 0.0"
46467,"19.631726, -99.260543"
46468,"51.514125, -0.093689"
46495,"52.266667, 8.05"
46503,"52.766667000000005, -1.9333330000000002"
46505,"-32.24295, 148.604843"
46508,"12.971599000000001, 77.594563"
46522,"7.930835000000001, 81.04510400000001"
46523,"55.457699, 12.033552"
46536,"-37.813938, 144.963425"
46539,"50.833333, -0.15"
46547,"-31.952240000000003, 115.861397"
46555,"51.514125, -0.093689"
46556,"-6.883333, 109.66666699999999"
46568,"51.165690999999995, 10.451526"
46571,"13.052414, 80.250825"
46573,"51.833333, 0.583333"
46579,"42.425777000000004, 25.634464"
46590,"55.833332999999996, -4.433333"
46595,"31.554606, 74.357158"
46605,"55.072030000000005, -6.51699"
46613,"51.433333000000005, -1.0"
46627,"-37.921245, 145.05973999999998"
46657,"52.221537, 6.893662"
46664,"-34.424, 150.893448"
46665,"-42.883209, 147.331665"
46669,"50.7, -3.5333330000000003"
46679,"-2.170998, -79.922359"
46681,"0.0, 0.0"
46693,"-37.813938, 144.963425"
46707,"54.98805600000001, -1.619444"
46712,"50.066666999999995, 8.533333"
46713,"33.325, 44.422"
46727,"-34.533333, 138.95"
46728,"-24.658056, 25.912222"
46737,"-33.967495, -53.910658999999995"
46747,"47.709167, 24.423889000000003"
46763,"0.0, 0.0"
46771,"34.553128, 18.048011"
46797,"-14.599413, -28.673146999999997"
46823,"0.0, 0.0"
46826,"0.0, 0.0"
46829,"34.553128, 18.048011"
46830,"35.13, 1.52"
46836,"49.75, 6.633333"
46838,"14.058323999999999, 108.277199"
46839,"51.9, -1.15"
46858,"55.63333299999999, -4.533333"
46869,"43.538865, -90.429851"
46877,"18.520429999999998, 73.85674399999999"
46892,"53.416667000000004, -3.0"
46923,"51.514125, -0.093689"
46925,"-82.862752, -135.0"
46944,"-33.137551, 81.826172"
46946,"20.653407, -105.22533200000001"
46956,"-1.038757, 37.083375"
46960,"52.133333, -0.45"
46961,"0.0, 0.0"
46967,"18.466667, -97.4"
46971,"36.4875, -4.9525"
46974,"53.5, -2.2166669999999997"
46976,"24.861462, 67.009939"
46991,"-34.603722999999995, -58.381593"
46995,"53.166667000000004, -1.583333"
47019,"-27.471009999999996, 153.024292"
47027,"0.0, 0.0"
47059,"50.7967, -1.083333"
47061,"54.333332999999996, -1.433333"
47064,"43.369174, 5.6313629999999995"
47067,"53.13333299999999, -1.2"
47068,"53.13333299999999, -1.2"
47073,"-34.603722999999995, -58.381593"
47077,"52.091874, 5.096623"
47086,"17.68, 73.98"
47093,"51.728927, 5.8792089999999995"
47103,"51.269738000000004, -0.402165"
47104,"51.466667, -0.35"
47108,"46.069373999999996, 12.588306"
47109,"51.483333, 0.333333"
47110,"51.514125, -0.093689"
47113,"52.416667, -1.55"
47115,"52.133333, -0.45"
47117,"10.294884, 123.961941"
47119,"-31.952240000000003, 115.861397"
47133,"-12.45722, 130.836639"
47136,"9.748917, -83.753428"
47147,"45.1, 15.2"
47163,"35.689488, 139.691706"
47182,"52.583332999999996, -2.1333330000000004"
47193,"20.653407, -105.22533200000001"
47205,"20.211944, -87.46583299999999"
47247,"0.0, 0.0"
47285,"23.022505, 72.571362"
47342,"41.327546000000005, 19.818698"
47350,"52.54, -0.99"
47359,"35.641463, 139.698171"
47380,"46.227638, 2.213749"
47387,"-41.084776, 175.45551899999998"
47407,"50.800657, -1.9844950000000001"
47425,"54.572778, -1.162778"
47431,"57.757716, 16.636976"
47438,"50.9, -1.4"
47447,"53.533333, -1.116667"
47448,"20.653407, -105.22533200000001"
47454,"-31.952240000000003, 115.861397"
47459,"53.333332999999996, -3.083333"
47479,"37.751783, 14.994604"
47492,"-26.1, 28.233333000000002"
47553,"-14.599413, -28.673146999999997"
47584,"-22.9083, -43.197077"
47600,"52.258676, 5.605373"
47606,"52.664913, -1.034894"
47608,"19.32217, -81.24086899999999"
47613,"53.888996, -2.633778"
47615,"26.13, 50.555"
47638,"-20.268720000000002, 148.718456"
47656,"52.466667, -1.916667"
47664,"44.119371, 15.231365"
47666,"-34.424, 150.893448"
47690,"-0.180653, -78.467838"
47714,"49.043411, 3.956242"
47731,"32.579591, -83.914631"
47735,"-37.963402, 147.082596"
47743,"34.70713, 33.022617"
47749,"4.333131, 113.99486"
47752,"0.0, 0.0"
47757,"13.052414, 80.250825"
47759,"53.5, -2.2166669999999997"
47762,"0.0, 0.0"
47763,"51.25, 0.75"
47766,"-25.275014000000002, -57.548353000000006"
47798,"-37.813938, 144.963425"
47802,"43.508132, 16.440193"
47803,"51.514125, -0.093689"
47820,"36.75652, -3.872466"
47824,"52.632381, 4.753375"
47828,"52.355518, -1.17432"
47838,"38.017618, 12.537202"
47845,"50.45, -3.7166669999999997"
47910,"29.192845000000002, -80.991362"
47958,"52.355518, -1.17432"
47959,"54.978252000000005, -1.61778"
47979,"54.011022, -1.47102"
47983,"51.514125, -0.093689"
48001,"22.719569, 75.857726"
48015,"45.616667, 20.033333"
48029,"54.98805600000001, -1.619444"
48036,"53.962872999999995, -2.745362"
48037,"53.753609, -2.3721799999999997"
48038,"44.4325, 26.103889000000002"
48046,"0.0, 0.0"
48094,"42.372541, 21.147384"
48118,"27.461571999999997, -109.91041299999999"
48128,"0.0, 0.0"
48147,"-37.813938, 144.963425"
48161,"0.0, 0.0"
48167,"55.833332999999996, -4.25"
48172,"3.1390029999999998, 101.68685500000001"
48176,"47.497912, 19.040235"
48194,"-27.471009999999996, 153.024292"
48217,"51.524896000000005, 5.461625"
48227,"-33.429790000000004, 151.371445"
48228,"-27.121191999999997, -109.366424"
48239,"51.75, -1.25"
48251,"0.0, 0.0"
48256,"54.898520999999995, 23.903597"
48258,"0.0, 0.0"
48276,"65.584819, 22.156703"
48285,"0.0, 0.0"
48287,"60.205491, 24.6559"
48290,"0.0, 0.0"
48336,"-33.469120000000004, -70.641997"
48341,"-37.813938, 144.963425"
48344,"-38.11095, 147.068024"
48356,"51.514125, -0.093689"
48374,"38.075866, 23.986755"
48375,"-37.813938, 144.963425"
48399,"53.11666700000001, -0.166667"
48402,"55.795807999999994, -4.630246"
48403,"52.466667, -1.916667"
48405,"22.396428, 114.10949699999999"
48426,"-17.863889, 31.029721999999996"
48430,"55.55, -3.85"
48431,"39.084158, 117.20098300000001"
48436,"0.0, 0.0"
48441,"19.218331, 72.97809000000001"
48442,"0.0, 0.0"
48455,"6.485247, 116.732846"
48460,"-14.599413, -28.673146999999997"
48476,"-33.897564, 150.953237"
48487,"0.0, 0.0"
48492,"43.3, 21.9"
48516,"-34.928661, 138.598633"
48522,"50.181616, 5.575921"
48524,"52.118759000000004, 5.4063300000000005"
48539,"-30.75, 30.45"
48555,"53.283333, -2.9"
48568,"-22.57, 17.083610999999998"
48570,"41.716667, 44.783333"
48578,"3.420556, -76.522222"
48588,"53.35, -2.2166669999999997"
48589,"53.13333299999999, -1.2"
48591,"0.0, 0.0"
48595,"59.26756999999999, 10.407561"
48616,"51.633333, -3.9666669999999997"
48619,"51.666667, -3.0"
48623,"12.9, 77.4833"
48628,"38.584329, -108.07309599999999"
48638,"-31.952240000000003, 115.861397"
48641,"0.0, 0.0"
48655,"16.691308, 74.244866"
48661,"51.481971, 0.36987600000000004"
48664,"-27.883333, 153.133333"
48665,"53.5, -2.2166669999999997"
48677,"-37.813938, 144.963425"
48684,"0.0, 0.0"
48695,"20.422984, -86.92234300000001"
48707,"56.333332999999996, -2.7833330000000003"
48717,"54.91194399999999, -1.383333"
48722,"51.0, -0.933333"
48741,"51.280278, -2.7783330000000004"
48742,"1.352083, 103.819836"
48755,"51.4, -0.1"
48764,"32.0853, 34.781768"
48790,"30.733315, 76.779418"
48793,"0.0, 0.0"
48811,"2.7185919999999997, 101.948988"
48814,"-37.882892, 144.785011"
48817,"35.181446, 136.906398"
48819,"51.016667, -1.316667"
48832,"52.466667, -1.916667"
48835,"2.205685, 102.256155"
48843,"45.815011, 15.981919"
48853,"53.748575, -2.487529"
48862,"51.150719, -0.9731770000000001"
48866,"50.17903, 9.919317999999999"
48874,"50.183333000000005, 9.916667"
48875,"18.268306, -78.34724200000001"
48891,"53.0, -2.183333"
48919,"51.514125, -0.093689"
48921,"40.463667, -3.7492199999999998"
48946,"12.879721, 121.77401699999999"
48962,"0.0, 0.0"
48966,"46.505943, 17.570671"
48974,"59.284073, 11.109403"
48977,"0.0, 0.0"
48988,"52.466667, -1.916667"
49004,"51.514125, -0.093689"
49006,"53.092581, 6.058637"
49014,"52.355518, -1.17432"
49015,"-14.599413, -28.673146999999997"
49020,"-21.762667999999998, -41.31845"
49024,"25.686614000000002, -100.316113"
49060,"51.665267, -3.0397540000000003"
49083,"51.514125, -0.093689"
49111,"45.638659000000004, 9.265328"
49131,"3.107094, 101.608255"
49160,"0.0, 0.0"
49170,"51.514125, -0.093689"
49171,"21.161908, -86.851528"
49180,"58.746292000000004, 26.397212"
49183,"52.355518, -1.17432"
49184,"56.55, -2.583333"
49226,"50.45, -3.5"
49304,"0.0, 0.0"
49318,"0.0, 0.0"
49332,"21.161908, -86.851528"
49337,"53.8, -1.583333"
49343,"0.0, 0.0"
49344,"53.25, -3.983333"
49345,"7.091667, 79.994167"
49351,"-0.755775, 33.438353"
49352,"46.066944, 23.57"
49356,"52.083333, 1.166667"
49357,"42.230537, -83.74664"
49358,"51.514125, -0.093689"
49474,"0.0, 0.0"
49491,"38.097224, -105.33611"
49504,"-31.952240000000003, 115.861397"
49508,"50.930690000000006, 5.33248"
49520,"0.0, 0.0"
49547,"20.388794, 78.120407"
49548,"28.635308000000002, 77.22496"
49562,"28.635308000000002, 77.22496"
49567,"-19.055201, 29.603548999999997"
49575,"50.9, -1.4"
49621,"16.299065, 80.386742"
49625,"-27.927513, 153.194305"
49633,"0.0, 0.0"
49663,"52.583332999999996, -2.1333330000000004"
49671,"8.980603, 38.757761"
49686,"50.533333, 7.9166669999999995"
49701,"52.355518, -1.17432"
49724,"2.7185919999999997, 101.948988"
49725,"27.7, 85.333333"
49728,"0.0, 0.0"
49736,"-25.747732, 27.887178000000002"
49750,"8.980603, 38.757761"
49751,"8.980603, 38.757761"
49765,"60.889025, 15.123373"
49829,"28.951915000000003, -113.56243400000001"
49830,"45.503889, 19.256667"
49834,"53.05, -3.0"
49836,"39.745681, 3.130961"
49847,"-6.914864, 107.60824199999999"
49852,"53.745670999999994, -0.336741"
49864,"51.514125, -0.093689"
49866,"33.598394, 73.044135"
49868,"52.583332999999996, -2.1333330000000004"
49873,"0.0, 0.0"
49875,"50.614428000000004, -2.457621"
49879,"53.0, -2.2833330000000003"
49890,"12.565679, 104.990963"
49904,"0.0, 0.0"
49910,"3.1390029999999998, 101.68685500000001"
49917,"30.316495, 78.03219200000001"
49922,"51.45, -2.583333"
49924,"51.45, -2.583333"
49957,"54.570455, -1.3289819999999999"
49989,"0.0, 0.0"
50003,"51.633333, -3.9666669999999997"
50009,"-34.424, 150.893448"
50010,"52.239989, 4.450009"
50027,"53.533333, -1.116667"
50032,"51.514125, -0.093689"
50038,"53.05, -3.0"
50041,"52.355518, -1.17432"
50044,"0.0, 0.0"
50060,"0.0, 0.0"
50061,"53.36666700000001, -1.5"
50066,"62.086839000000005, 6.86481"
50068,"51.514125, -0.093689"
50074,"0.0, 0.0"
50089,"0.0, 0.0"
50098,"14.95, -23.516667"
50111,"58.969976, 5.733107"
50128,"47.072222, 21.921111"
50132,"0.0, 0.0"
50152,"-27.471009999999996, 153.024292"
50159,"-36.848459999999996, 174.76333200000002"
50160,"52.350784999999995, 5.264702"
50180,"51.514125, -0.093689"
50185,"36.204824, 138.252924"
50195,"36.600595, -6.232908999999999"
50219,"46.624893, 8.030959"
50222,"50.396389, -4.138611"
50223,"52.05, -0.55"
50248,"0.0, 0.0"
50298,"31.5322, 75.9172"
50307,"42.539202, -82.949365"
50308,"48.071891, -122.389218"
50309,"50.9, -1.4"
50333,"55.833332999999996, -4.25"
50343,"-36.074940000000005, 146.923935"
50347,"50.619957, -3.413702"
50353,"60.123780000000004, 24.441484"
50358,"19.432608, -99.133208"
50366,"-19.266389999999998, 146.805695"
50379,"53.166667000000004, -1.583333"
50380,"19.086256, -98.172252"
50390,"55.833332999999996, -3.083333"
50420,"-19.257627, 146.817871"
50436,"-25.933332999999998, 114.25"
50452,"12.914142, 74.85595699999999"
50490,"0.0, 0.0"
50502,"41.574366, 64.183316"
50511,"18.197718, 79.702724"
50515,"0.0, 0.0"
50526,"32.849276, 35.068929"
50537,"50.866667, 0.266667"
50541,"-33.861481, 151.205475"
50558,"53.36666700000001, -1.5"
50562,"51.716667, -5.033333"
50563,"46.227638, 2.213749"
50578,"0.0, 0.0"
50584,"51.083333, -1.166667"
50593,"-21.137427, -47.991647"
50594,"50.9, -0.4"
50598,"-35.27603, 149.13435"
50601,"57.466667, -4.233333"
50605,"18.520429999999998, 73.85674399999999"
50611,"0.0, 0.0"
50613,"-37.813938, 144.963425"
50633,"-25.9, 139.366667"
50641,"55.833332999999996, -3.083333"
50665,"-30.701054, -52.106879"
50669,"-31.952240000000003, 115.861397"
50670,"-39.995596, 176.55674199999999"
50673,"-14.428506, 28.451357"
50684,"0.0, 0.0"
50732,"0.0, 0.0"
50734,"0.0, 0.0"
50740,"55.833332999999996, -4.25"
50765,"-30.05, 30.883333"
50780,"52.466667, -1.916667"
50781,"43.883333, 20.35"
50786,"51.75, -1.25"
50797,"-34.097936, 18.829898"
50804,"50.7967, -1.083333"
50806,"-37.931671, 145.440933"
50809,"39.920770000000005, 32.85411"
50812,"53.666667000000004, -3.0"
50815,"25.047664, 55.181741"
50816,"52.130660999999996, -3.7837120000000004"
50823,"42.460434, 21.469323000000003"
50845,"51.5, -3.2"
50847,"46.691907, 6.913696000000001"
50848,"37.566534999999995, 126.97796899999999"
50872,"-33.924868, 18.424055"
50891,"-42.883209, 147.331665"
50898,"52.355518, -1.17432"
50912,"51.833333, 6.6"
50915,"51.833333, 0.583333"
50918,"-33.469120000000004, -70.641997"
50929,"50.15, 7.566667"
50936,"-34.928661, 138.598633"
50940,"8.148388, 123.837149"
50945,"31.554606, 74.357158"
50948,"0.0, 0.0"
50949,"51.514125, -0.093689"
50950,"23.236110999999998, -106.415278"
50965,"54.525960999999995, 15.255119"
50968,"51.833333, 0.583333"
50984,"13.727896, 100.524123"
50986,"12.949000000000002, 123.882"
50990,"19.432608, -99.133208"
50995,"0.0, 0.0"
51009,"0.0, 0.0"
51012,"-14.599413, -28.673146999999997"
51017,"-37.687796999999996, 176.16513"
51043,"10.340556, -68.736944"
51045,"-32.927792, 151.78448500000002"
51057,"53.36666700000001, -1.5"
51095,"51.856389, -5.126111"
51098,"32.486464, -116.959052"
51110,"0.0, 0.0"
51115,"-25.099425, -50.158322"
51119,"-27.471009999999996, 153.024292"
51120,"51.081396999999996, 1.169456"
51122,"53.166667000000004, -1.583333"
51150,"51.516667, -1.7833330000000003"
51236,"52.636878, -1.139759"
51245,"-38.626591, 145.72259499999998"
51255,"53.716667, -0.333333"
51269,"54.6, -1.3"
51270,"54.609542000000005, 39.712586"
51272,"19.075984, 72.877656"
51287,"-14.599413, -28.673146999999997"
51293,"8.38, -80.17"
51296,"55.55, -3.85"
51299,"34.249832, 35.66429"
51301,"43.42519, 6.76837"
51305,"0.0, 0.0"
51314,"20.966044, -89.627433"
51316,"14.058323999999999, 108.277199"
51337,"52.683333, -2.016667"
51338,"51.566666999999995, -0.766667"
51340,"51.383333, -0.616667"
51349,"53.166667000000004, -1.2"
51350,"50.95, -2.6333330000000004"
51352,"51.533333, 0.7"
51353,"51.016667, -4.216667"
51357,"50.416667, -4.75"
51380,"50.833333, -0.15"
51383,"-34.424, 150.893448"
51404,"0.0, 0.0"
51456,"-28.32732, 153.39338700000002"
51465,"0.0, 0.0"
51471,"23.810332, 90.412518"
51492,"0.0, 0.0"
51498,"53.36666700000001, -1.5"
51516,"53.583332999999996, -1.65"
51523,"21.161908, -86.851528"
51527,"-32.433333000000005, 149.583333"
51528,"-33.861481, 151.205475"
51532,"50.833333, -1.116667"
51533,"8.566667, 81.233333"
51538,"0.0, 0.0"
51568,"52.466667, -1.916667"
51570,"52.083333, 1.166667"
51572,"-25.274398, 133.775136"
51596,"10.5, -66.916667"
51602,"7.8941669999999995, -72.503889"
51613,"16.402333, 120.596007"
51625,"5.84561, 118.057056"
51626,"-33.861481, 151.205475"
51635,"55.833332999999996, -3.083333"
51636,"42.192765, 24.333566"
51639,"41.00527, 28.97696"
51644,"45.5, -73.583333"
51658,"51.51323, -0.08849"
51690,"-34.88422, 150.600357"
51709,"0.0, 0.0"
51712,"54.945, -1.6175"
51727,"56.2, -3.183333"
51729,"3.1390029999999998, 101.68685500000001"
51736,"55.833332999999996, -4.5"
51739,"-35.27603, 149.13435"
51740,"-36.848459999999996, 174.76333200000002"
51746,"17.385044, 78.486671"
51749,"41.123876, -8.611785000000001"
51750,"43.583333, 21.316667000000002"
51758,"-35.706581, 150.175415"
51759,"51.514125, -0.093689"
51767,"53.4, -3.0333330000000003"
51771,"52.552888, -2.02208"
51778,"6.573475, 3.3225629999999997"
51796,"53.467175, -2.665882"
51797,"53.716667, -0.333333"
51808,"42.733883, 25.48583"
51809,"51.916667, -0.216667"
51815,"33.93911, 67.709953"
51824,"47.531605, 21.627312"
51830,"43.856259, 18.413076"
51836,"40.183333000000005, 44.516667"
51864,"36.850769, -76.285873"
51866,"18.864641, -96.892883"
51867,"0.0, 0.0"
51874,"0.0, 0.0"
51876,"32.624539, -115.452262"
51883,"55.889081999999995, -3.5694190000000003"
51905,"51.514125, -0.093689"
51921,"0.0, 0.0"
51927,"29.072967, -110.955919"
51972,"39.90403, 116.407526"
51998,"0.0, 0.0"
52012,"14.058323999999999, 108.277199"
52028,"-27.471009999999996, 153.024292"
52031,"49.870556, 8.649444"
52045,"0.0, 0.0"
52048,"16.054407, 108.20216699999999"
52066,"0.0, 0.0"
52070,"26.212312, 127.679157"
52071,"36.255123, -115.238349"
52078,"45.815011, 15.981919"
52079,"53.38333299999999, -0.766667"
52081,"14.749885999999998, 120.973929"
52085,"52.355518, -1.17432"
52094,"32.772602, -117.251356"
52096,"51.379444, -2.365556"
52099,"-33.090969, 148.86996499999998"
52105,"0.0, 0.0"
52115,"53.533333, -2.6166669999999996"
52121,"60.983693, 25.650317"
52128,"0.0, 0.0"
52139,"36.204824, 138.252924"
52140,"44.428607, 5.049087999999999"
52142,"52.458611, 4.6194440000000005"
52143,"10.315699, 123.88543700000001"
52155,"26.212401, 127.68093200000001"
52172,"53.8, -1.583333"
52174,"15.916667000000002, 120.41666699999999"
52197,"9.920695, -84.146152"
52202,"51.616667, -3.416667"
52203,"-33.861481, 151.205475"
52234,"51.266667, 1.083333"
52235,"38.697057, -9.422295"
52243,"32.427908, 53.68804599999999"
52252,"0.0, 0.0"
52261,"-38.662334, 178.017649"
52279,"-43.532053999999995, 172.636225"
52282,"18.45, -69.3"
52301,"51.099606, 4.2404589999999995"
52302,"52.466667, -1.916667"
52305,"52.355518, -1.17432"
52309,"55.766667000000005, -4.033333"
52314,"51.75, -0.466667"
52316,"50.035, 8.571660000000001"
52324,"42.891391, 20.866"
52325,"-39.492844, 176.912018"
52330,"39.399834999999996, -8.224910000000001"
52332,"0.0, 0.0"
52335,"50.396389, -4.138611"
52344,"51.514125, -0.093689"
52345,"52.466667, -1.916667"
52346,"35.864734000000006, 14.519128"
52355,"-34.603722999999995, -58.381593"
52365,"46.227638, 2.213749"
52369,"0.0, 0.0"
52378,"38.935239, -8.873597"
52380,"0.0, 0.0"
52385,"-14.599413, -28.673146999999997"
52390,"45.652502, 5.545953"
52391,"9.431944, -84.161111"
52406,"18.227741, -76.815872"
52409,"-28.000290000000003, 153.430878"
52414,"0.0, 0.0"
52415,"17.956765, -102.194348"
52418,"9.295, -75.396111"
52424,"-31.952240000000003, 115.861397"
52448,"44.127686, 18.597199"
52450,"37.566534999999995, 126.97796899999999"
52453,"15.870032, 100.992541"
52459,"19.566519, -101.706829"
52460,"51.508515, -0.125487"
52470,"53.41291, -8.243889999999999"
52472,"-33.861481, 151.205475"
52478,"0.0, 0.0"
52479,"0.0, 0.0"
52481,"-27.233333000000002, 153.116667"
52493,"52.355518, -1.17432"
52496,"51.983333, -3.7833330000000003"
52515,"-37.813938, 144.963425"
52519,"52.355518, -1.17432"
52520,"10.132131, -65.421181"
52531,"0.0, 0.0"
52553,"45.815011, 15.981919"
52558,"-19.266389999999998, 146.805695"
52559,"-33.861481, 151.205475"
52568,"0.0, 0.0"
52577,"41.943937, -85.63249300000001"
52579,"54.766667000000005, -1.566667"
52583,"33.223191, 43.679291"
52594,"17.644351999999998, -101.550383"
52595,"0.0, 0.0"
52606,"57.353055000000005, 9.939686"
52622,"0.0, 0.0"
52623,"0.0, 0.0"
52626,"35.696111, 51.423056"
52637,"44.775529, 17.214967"
52640,"51.514125, -0.093689"
52643,"0.0, 0.0"
52657,"0.0, 0.0"
52673,"18.109581, -77.297508"
52678,"12.879721, 121.77401699999999"
52680,"31.866743, -116.59637099999999"
52686,"0.0, 0.0"
52687,"-43.532053999999995, 172.636225"
52688,"26.212401, 127.68093200000001"
52697,"21.167823000000002, -102.467375"
52704,"59.303619, 16.231285999999997"
52709,"51.433333000000005, -1.0"
52710,"37.169463, -104.500541"
52719,"52.966667, -1.166667"
52728,"-33.032681, 137.56483500000002"
52731,"0.0, 0.0"
52732,"0.0, 0.0"
52736,"53.85, -2.166667"
52738,"-26.241699, 151.940475"
52741,"0.0, 0.0"
52743,"52.966667, -1.166667"
52760,"0.0, 0.0"
