,location
22913,"16.414106, 99.771069"
22918,"20.5333, 76.1833"
22924,"35.466667, 44.316666999999995"
22926,"55.833332999999996, -4.25"
22931,"50.466667, 7.733333"
22935,"-9.649849, -35.708949"
22938,"51.833333, -2.166667"
22941,"51.433333000000005, -1.0"
22951,"52.133333, -0.45"
22952,"12.971599000000001, 77.594563"
22953,"56.5, -2.9666669999999997"
22954,"48.464717, 35.046183"
22961,"-39.492844, 176.912018"
22986,"45.899246999999995, 6.129384"
22989,"0.0, 0.0"
23006,"-33.861481, 151.205475"
23017,"52.12785, 1.435047"
23019,"0.0, 0.0"
23020,"0.0, 0.0"
23021,"-23.119252, 150.745403"
23027,"-43.532053999999995, 172.636225"
23037,"57.05003000000001, -3.036649"
23039,"53.8, -1.583333"
23043,"0.0, 0.0"
23054,"52.785804000000006, 6.897585"
23085,"52.5, -3.0"
23092,"53.716667, -0.333333"
23093,"50.9, -1.4"
23108,"0.0, 0.0"
23121,"0.0, 0.0"
23131,"6.8432759999999995, 80.00318299999999"
23182,"0.0, 0.0"
23195,"5.976474, 116.11577700000001"
23215,"0.0, 0.0"
23218,"53.0, -2.183333"
23224,"0.0, 0.0"
23240,"32.434046, 34.919652"
23245,"53.888996, -2.633778"
23249,"21.161908, -86.851528"
23255,"18.533333, -68.366667"
23259,"29.311659999999996, 47.481766"
23266,"52.966667, -1.166667"
23270,"0.0, 0.0"
23278,"53.983332999999995, -1.533333"
23283,"52.466667, -1.916667"
23289,"55.86666700000001, -3.6333330000000004"
23295,"0.0, 0.0"
23296,"22.318567, 114.179606"
23350,"53.983332999999995, -1.533333"
23371,"53.716667, -1.85"
23377,"0.0, 0.0"
23385,"22.396428, 114.10949699999999"
23411,"50.883, 4.83927"
23422,"53.416667000000004, -3.0"
23423,"52.355518, -1.17432"
23431,"-33.861481, 151.205475"
23438,"-27.471009999999996, 153.024292"
23440,"51.514125, -0.093689"
23442,"-25.285, 152.873"
23452,"53.083332999999996, -1.266667"
23456,"50.916667, -0.083333"
23478,"56.11666700000001, -5.483333"
23487,"54.572778, -1.162778"
23492,"0.0, 0.0"
23521,"0.0, 0.0"
23546,"51.341158, -0.825203"
23547,"0.0, 0.0"
23569,"0.0, 0.0"
23583,"51.514125, -0.093689"
23584,"0.0, 0.0"
23592,"-23.568135, 140.679376"
23603,"-35.003101, 117.86595200000001"
23627,"53.508131000000006, -2.164444"
23628,"9.498067, 76.338848"
23634,"44.509309, 6.46814"
23639,"50.8, -0.533333"
23640,"0.0, 0.0"
23641,"0.0, 0.0"
23669,"-29.85868, 31.02184"
23679,"37.263573, 127.028601"
23692,"0.0, 0.0"
23732,"0.0, 0.0"
23735,"0.0, 0.0"
23738,"0.0, 0.0"
23739,"12.52111, -69.968338"
23740,"10.605, -66.894444"
23744,"3.420556, -76.522222"
23755,"-28.000290000000003, 153.430878"
23756,"0.0, 0.0"
23758,"-33.861481, 151.205475"
23759,"-33.093373, 151.58898200000002"
23766,"0.0, 0.0"
23774,"53.8, -1.583333"
23781,"0.0, 0.0"
23797,"0.0, 0.0"
23812,"51.883333, -0.516667"
23816,"0.0, 0.0"
23817,"0.0, 0.0"
23818,"-25.860278, 28.189444"
23819,"-33.469120000000004, -70.641997"
23824,"32.692651, -114.627692"
23826,"-34.787690999999995, 138.65493"
23827,"20.966044, -89.627433"
23845,"14.65073, 121.102855"
23848,"51.25, -0.766667"
23855,"52.156110999999996, 5.387827"
23862,"-30.034646999999996, -51.217658"
23869,"54.29368, -6.37523"
23881,"51.514125, -0.093689"
23886,"51.516667, -1.7833330000000003"
23890,"55.533333, -4.6666669999999995"
23891,"53.25, -2.1166669999999996"
23892,"-33.75, -61.965641000000005"
23899,"50.783333, -0.466667"
23906,"59.284073, 11.109403"
23975,"-31.955858000000003, 141.465136"
23993,"25.091075, 121.55983400000001"
24004,"-26.18694, 28.546670000000002"
24017,"53.433333, -1.35"
24019,"44.173333, 28.638333000000003"
24035,"55.55, -3.85"
24044,"0.0, 0.0"
24066,"14.083332999999998, -87.216667"
24070,"0.0, 0.0"
24082,"11.96735, 121.92475900000001"
24145,"53.9, 27.566667"
24148,"-37.813938, 144.963425"
24157,"57.653034999999996, 14.696725"
24198,"0.0, 0.0"
24209,"50.833333, -1.6"
24215,"49.3, 10.583333"
24229,"55.1793, -6.71575"
24231,"51.922607, 4.2545660000000005"
24233,"52.583332999999996, -2.1333330000000004"
24240,"-37.813938, 144.963425"
24241,"52.233333, -3.3833330000000004"
24251,"3.1390029999999998, 101.68685500000001"
24264,"52.355518, -1.17432"
24273,"43.411359999999995, -106.280024"
24301,"33.338196, 43.596973"
24307,"58.445168, 26.560121999999996"
24315,"51.816666999999995, -0.8"
24317,"28.635308000000002, 77.22496"
24358,"44.495205, 34.166301000000004"
24373,"0.0, 0.0"
24376,"53.5, -2.2166669999999997"
24395,"0.0, 0.0"
24403,"0.0, 0.0"
24405,"18.331343, -64.79375"
24418,"53.324061, -3.827609"
24419,"52.583332999999996, -1.8833330000000001"
24424,"51.666667, -1.283333"
24445,"31.230415999999998, 121.473701"
24446,"0.0, 0.0"
24464,"51.0, -3.183333"
24465,"51.0, -3.183333"
24505,"30.316495, 78.03219200000001"
24506,"0.0, 0.0"
24532,"53.716667, -0.333333"
24533,"53.8, -2.233333"
24537,"22.233104, -97.861099"
24545,"34.014975, 71.58049"
24556,"55.833332999999996, -4.25"
24558,"31.230415999999998, 121.473701"
24561,"53.716667, -0.333333"
24575,"6.927078999999999, 79.861243"
24577,"25.686614000000002, -100.316113"
24583,"51.4, -0.35"
24593,"-33.861481, 151.205475"
24594,"53.0, -2.183333"
24604,"51.133333, 1.3"
24606,"0.0, 0.0"
24615,"51.514125, -0.093689"
24627,"-8.047546, -34.876962"
24628,"-38.153461, 144.358093"
24631,"52.664913, -1.034894"
24633,"-36.620090000000005, 142.46676599999998"
24648,"-31.952240000000003, 115.861397"
24676,"6.235925, -75.575137"
24704,"51.691111, -4.836389"
24735,"20.388794, 78.120407"
24736,"56.505635, 21.011906"
24743,"51.733333, -1.9833330000000002"
24748,"-27.614093, 152.75847199999998"
24757,"52.63333299999999, 1.3"
24760,"35.443708, 139.638026"
24768,"30.013056, 31.208853"
24774,"52.566667, -0.666667"
24778,"25.686614000000002, -100.316113"
24792,"20.7333, 77.0"
24794,"49.4, 7.433333"
24840,"-0.95, 100.35305600000001"
24853,"0.0, 0.0"
24854,"0.0, 0.0"
24874,"26.212401, 127.68093200000001"
24886,"51.864245000000004, -2.238156"
24903,"10.466263, -66.61688199999999"
24912,"20.299546, -103.263441"
24913,"19.195096, -100.132673"
24940,"0.0, 0.0"
24941,"0.0, 0.0"
24948,"46.341547, 2.601991"
24950,"50.666667, -1.333333"
24968,"53.13333299999999, -1.2"
24981,"49.680278, 8.616111"
24995,"-35.387899, 174.013869"
25006,"48.439549, -123.32639499999999"
25011,"42.874722, 74.612222"
25020,"17.189877, -88.49765"
25026,"52.037774, -1.4257600000000001"
25032,"0.0, 0.0"
25052,"52.355518, -1.17432"
25095,"-20.2167, -70.142223"
25108,"50.396389, -4.138611"
25109,"31.298886, 120.58531599999999"
25110,"62.797056999999995, 7.645556"
25115,"18.46, -70.74"
25120,"51.45, -2.583333"
25135,"41.330975, 1.922643"
25136,"41.385064, 2.173403"
25143,"1.46343, 103.754715"
25149,"4.570868, -74.297333"
25151,"3.107094, 101.608255"
25202,"5.976474, 116.11577700000001"
25220,"-0.95, 100.35305600000001"
25228,"-17.955379, 122.23921999999999"
25232,"-31.952240000000003, 115.861397"
25263,"13.193887, -59.543198"
25267,"0.0, 0.0"
25269,"24.466667, 54.36666700000001"
25271,"-32.927792, 151.78448500000002"
25272,"-33.861481, 151.205475"
25281,"53.4, -3.0333330000000003"
25289,"58.012599, 11.616904"
25301,"-23.550520000000002, -46.633309000000004"
25313,"54.91194399999999, -1.383333"
25316,"0.0, 0.0"
25322,"54.88333299999999, -2.933333"
25327,"53.416667000000004, -3.0"
25328,"53.354779, 83.76978299999999"
25329,"53.354779, 83.76978299999999"
25335,"-33.861481, 151.205475"
25356,"-25.274398, 133.775136"
25357,"51.966667, 7.633333"
25361,"53.292790000000004, -6.141937"
25365,"-37.833333, 145.0"
25386,"34.70713, 33.022617"
25391,"33.325, 44.422"
25405,"0.0, 0.0"
25407,"19.432608, -99.133208"
25414,"52.666667000000004, -2.75"
25416,"31.147130999999998, 75.34121800000001"
25428,"43.3, 21.9"
25453,"51.266667, -1.083333"
25455,"-33.822345, 151.00933899999998"
25472,"50.93781, 4.040952"
25478,"26.912416999999998, 75.787288"
25483,"42.697708, 23.321868"
25511,"10.850516, 76.27108299999999"
25531,"39.575158, 2.653674"
25547,"20.653407, -105.22533200000001"
25596,"56.11666700000001, -3.8"
25614,"57.032755, -3.106968"
25615,"38.584329, -108.07309599999999"
25618,"-33.861481, 151.205475"
25619,"31.230415999999998, 121.473701"
25627,"-31.952240000000003, 115.861397"
25636,"52.481138, 1.7534490000000003"
25639,"-38.136848, 176.249746"
25643,"51.479721999999995, -3.706111"
25647,"36.416505, -6.14611"
25662,"51.842481, 4.694183"
25667,"35.443708, 139.638026"
25668,"-16.92304, 145.766251"
25670,"33.888628999999995, 35.495478999999996"
25679,"52.583332999999996, -0.25"
25687,"53.032812, -7.298792999999999"
25688,"-26.484478999999997, 29.223360999999997"
25704,"0.0, 0.0"
25707,"53.258680000000005, -2.518132"
25727,"45.661124, 9.152425"
25741,"-41.438759000000005, 147.134674"
25743,"0.0, 0.0"
25765,"53.166667000000004, -2.583333"
25766,"53.5, -2.2166669999999997"
25767,"53.333332999999996, -2.75"
25779,"10.5, -66.916667"
25783,"64.133333, -21.933332999999998"
25799,"33.509167, 44.234167"
25815,"52.95, 0.5"
25834,"0.0, 0.0"
25838,"0.0, 0.0"
25848,"15.8667, 74.5"
25863,"27.472833, 94.911962"
25900,"9.748917, -83.753428"
25918,"0.0, 0.0"
25923,"51.883333, -0.516667"
25924,"0.0, 0.0"
25931,"0.0, 0.0"
25932,"52.583332999999996, -0.25"
25941,"0.0, 0.0"
25944,"28.380301, -80.80924399999999"
25954,"23.063655999999998, -109.70243799999999"
25963,"30.900965000000003, 75.857276"
25995,"33.885963000000004, 35.628685"
25998,"51.514125, -0.093689"
26002,"51.75, -0.333333"
26004,"52.306084999999996, 4.690704"
26007,"-2.170998, -79.922359"
26030,"33.396026, -111.70868"
26031,"-33.924868, 18.424055"
26035,"53.816667, -3.05"
26038,"52.466667, -1.916667"
26045,"0.0, 0.0"
26052,"-29.85868, 31.02184"
26059,"0.0, 0.0"
26064,"41.704591, 26.296440999999998"
26070,"-33.743189, 150.808191"
26078,"-26.394329, 153.090103"
26087,"-25.282197, -57.6351"
26090,"53.716667, -2.083333"
26094,"0.0, 0.0"
26099,"55.966667, -4.05"
26138,"34.70713, 33.022617"
26140,"52.63333299999999, 1.75"
26143,"12.971599000000001, 77.594563"
26144,"12.971599000000001, 77.594563"
26152,"14.47931, 121.019823"
26169,"31.768319, 35.21371"
26178,"-41.4717, -72.9369"
26203,"31.668789, 34.574252"
26236,"0.0, 0.0"
26270,"51.896892, -8.486316"
26290,"52.794509999999995, -1.62316"
26320,"0.0, 0.0"
26324,"28.632996000000002, -106.0691"
26326,"52.298666, 5.629619"
26327,"0.0, 0.0"
26334,"37.595818, -1.314735"
26343,"52.785804000000006, 6.897585"
26344,"37.595818, -1.314735"
26371,"39.241485, -9.312951"
26375,"51.514125, -0.093689"
26403,"18.520429999999998, 73.85674399999999"
26409,"51.514125, -0.093689"
26412,"55.833332999999996, -3.083333"
26438,"-25.274398, 133.775136"
26441,"22.572646, 88.363895"
26443,"-17.863889, 31.029721999999996"
26454,"53.5, -2.2166669999999997"
26475,"51.433333000000005, -1.0"
26500,"10.691803, -61.222503"
26547,"51.514125, -0.093689"
26577,"50.833333, 12.916667"
26587,"31.768319, 35.21371"
26606,"52.076158, 4.362541"
26608,"52.503478, 4.7571699999999995"
26618,"49.618889, 9.177778"
26621,"18.787744, 98.993119"
26633,"0.0, 0.0"
26636,"0.0, 0.0"
26637,"51.514125, -0.093689"
26648,"55.95, -3.983333"
26667,"56.166667000000004, -2.75"
26668,"-30.200678000000003, 30.78384"
26685,"40.203315, -8.410257000000001"
26737,"5.41792, 100.32959699999999"
26752,"50.93923, 5.16712"
26784,"43.817071999999996, 125.323544"
26788,"43.710173, 7.261953"
26790,"51.633333, -0.366667"
26823,"52.97894, -0.026576999999999996"
26827,"-37.813938, 144.963425"
26839,"24.466667, 54.36666700000001"
26872,"-34.833333, 138.48333300000002"
26891,"-38.016667, 145.166667"
26899,"52.466667, -1.916667"
26901,"51.733333, -2.3666669999999996"
26905,"53.8, -2.233333"
26906,"0.0, 0.0"
26918,"0.0, 0.0"
26922,"33.888628999999995, 35.495478999999996"
26923,"55.833332999999996, -3.083333"
26926,"57.933333, 14.366667000000001"
26943,"50.833333, -0.15"
26944,"51.266667, 0.516667"
26946,"51.35, 0.6"
26949,"37.566534999999995, 126.97796899999999"
26971,"52.3, -3.016667"
26988,"0.0, 0.0"
26995,"-39.492844, 176.912018"
27008,"52.161435, -7.1492949999999995"
27010,"52.85, -0.15"
27018,"53.248236, -3.13577"
27019,"51.994167, -4.696111"
27020,"53.5, -2.2166669999999997"
27021,"52.983332999999995, -0.016666999999999998"
27033,"53.283333, -3.833333"
27063,"54.25, -4.366667"
27077,"35.909444, 14.478610999999999"
27086,"47.531605, 21.627312"
27092,"-34.193765, 18.435665"
27121,"0.0, 0.0"
27128,"52.25, -0.883333"
27129,"60.205491, 24.6559"
27139,"-20.917574, 142.702796"
27141,"-33.4244, 151.34399399999998"
27150,"52.383333, -2.25"
27152,"53.954115, -1.064262"
27188,"30.733315, 76.779418"
27212,"49.151784, 5.88585"
27270,"52.416667, -1.55"
27273,"14.613332999999999, -90.535278"
27284,"9.066667, 7.483333"
27289,"39.02001, 1.482148"
27290,"51.083333, 1.183333"
27301,"33.888628999999995, 35.495478999999996"
27348,"-34.603722999999995, -58.381593"
27366,"54.095, -0.208056"
27384,"-22.9083, -43.197077"
27396,"0.0, 0.0"
27406,"55.548638000000004, 12.023798"
27415,"0.0, 0.0"
27424,"56.490671, -4.202646"
27434,"0.0, 0.0"
27450,"35.775664, 139.80447900000001"
27473,"0.0, 0.0"
27475,"52.198221999999994, 8.583233"
27477,"0.0, 0.0"
27480,"51.514125, -0.093689"
27482,"52.966667, -1.166667"
27493,"52.514382, 4.964061"
27496,"25.357522, 55.391865"
27505,"19.075984, 72.877656"
27514,"53.782164, -2.8717650000000003"
27516,"-36.848459999999996, 174.76333200000002"
27521,"0.0, 0.0"
27524,"21.195, 72.81944399999999"
27541,"12.971599000000001, 77.594563"
27542,"52.45, -2.05"
27546,"55.86666700000001, -3.683333"
27547,"19.432608, -99.133208"
27549,"30.733315, 76.779418"
27558,"51.433333000000005, -1.0"
27560,"51.0, -3.183333"
27562,"53.202661, -3.030351"
27603,"0.0, 0.0"
27627,"19.32217, -81.24086899999999"
27638,"50.716667, 10.0"
27657,"-33.484328999999995, 151.32470700000002"
27659,"-37.813938, 144.963425"
27660,"-34.911079, 137.799026"
27664,"51.514125, -0.093689"
27667,"51.280906, -0.963043"
27715,"-33.469120000000004, -70.641997"
27717,"33.325, 44.422"
27721,"59.329322999999995, 18.068581"
27724,"53.0, -2.916667"
27731,"0.0, 0.0"
27742,"-1.292066, 36.821946000000004"
27750,"57.944187, 19.142479"
27754,"-33.861481, 151.205475"
27757,"51.203610999999995, -2.1808330000000002"
27759,"-12.45722, 130.836639"
27771,"53.233332999999995, -0.533333"
27773,"1.352083, 103.819836"
27774,"-33.861481, 151.205475"
27787,"0.0, 0.0"
27791,"24.083333, 38.0"
27793,"50.040946999999996, 21.999281"
27816,"-33.924868, 18.424055"
27817,"0.0, 0.0"
27818,"52.97894, -0.026576999999999996"
27824,"35.906487, 139.62875400000001"
27826,"10.391583, -84.438272"
27845,"51.633333, -3.9666669999999997"
27846,"0.0, 0.0"
27850,"35.179553999999996, 129.075642"
27867,"51.5, -3.2"
27873,"53.507540000000006, -2.3911990000000003"
27877,"53.5, -2.2166669999999997"
27881,"50.71505, -1.987248"
27895,"51.374313, -1.001312"
27929,"36.0443, 14.251222"
27930,"51.514125, -0.093689"
27933,"-24.866211, 152.3479"
27934,"53.492394, -6.253978"
27940,"0.0, 0.0"
27971,"0.0, 0.0"
27983,"51.5, -3.2"
27988,"53.438116, 0.10950599999999999"
27990,"52.97894, -0.026576999999999996"
27998,"0.0, 0.0"
28012,"12.916517, 79.132499"
28016,"51.921667, 4.481111"
28029,"51.266667, -0.083333"
28077,"32.514947, -117.038247"
28080,"-37.813938, 144.963425"
28081,"21.161908, -86.851528"
28083,"52.166667, -2.166667"
28089,"54.913810999999995, 9.792178"
28094,"52.833332999999996, -2.0"
28097,"-37.813938, 144.963425"
28105,"-34.45002, 150.445724"
28121,"52.55, -1.533333"
28122,"0.0, 0.0"
28124,"13.559959, -89.260975"
28126,"12.971599000000001, 77.594563"
28154,"0.0, 0.0"
28155,"51.360163, 1.432038"
28156,"49.214439, -2.13125"
28165,"-6.8, 39.283333"
28166,"50.7967, -1.083333"
28173,"0.0, 0.0"
28175,"51.782296, -1.314047"
28203,"-33.899808, 151.18452299999998"
28214,"51.65, -0.266667"
28215,"56.166667000000004, -3.75"
28230,"51.514125, -0.093689"
28232,"0.0, 0.0"
28237,"-22.9083, -43.197077"
28248,"-23.697479, 133.883621"
28258,"69.64920500000001, 18.955323999999997"
28265,"0.0, 0.0"
28266,"51.594529, -1.234521"
28290,"51.983495, 5.742053"
28296,"3.5915410000000003, 98.6693"
28300,"45.859010999999995, -122.815818"
28303,"-23.697479, 133.883621"
28313,"52.355518, -1.17432"
28318,"56.55, -2.583333"
28319,"0.0, 0.0"
28336,"51.516667, -0.7"
28340,"51.514125, -0.093689"
28341,"51.633333, -0.15"
28351,"51.65, -0.2"
28355,"51.666667, -3.0"
28356,"53.416667000000004, -3.0"
28357,"52.466667, -1.916667"
28361,"54.91194399999999, -1.383333"
28378,"49.662979, 6.13324"
28384,"50.966667, -0.13333299999999998"
28405,"51.6, -2.95"
28426,"35.026666999999996, 33.950278000000004"
28440,"51.75, -0.333333"
28446,"13.909444, -60.97889300000001"
28459,"-35.27603, 149.13435"
28466,"59.402434, 17.946482"
28476,"-36.797887, 175.11279199999998"
28478,"4.533333, -75.65"
28495,"51.765908, 0.667367"
28508,"52.583332999999996, -2.1333330000000004"
28517,"-27.471009999999996, 153.024292"
28543,"25.047664, 55.181741"
28552,"51.514125, -0.093689"
28560,"-27.927513, 153.194305"
28563,"46.083971999999996, 14.506534"
28587,"-8.783195, -124.508523"
28590,"-33.861481, 151.205475"
28591,"0.0, 0.0"
28592,"-31.952240000000003, 115.861397"
28596,"0.0, 0.0"
28612,"-21.183436, -67.629277"
28623,"54.91194399999999, -1.383333"
28641,"-40.914234, 175.00838000000002"
28656,"5.263234, 100.484623"
28657,"3.792596, 101.85839399999999"
28670,"53.533333, -1.116667"
28671,"1.537886, 103.66087399999999"
28681,"-37.813938, 144.963425"
28697,"58.380685, 26.725015000000003"
28705,"20.653407, -105.22533200000001"
28711,"51.514125, -0.093689"
28718,"51.533333, -0.1"
28737,"52.784978, 0.120429"
28768,"35.520461, 127.725176"
28784,"49.815273, 6.129583"
28829,"50.366667, 9.916667"
28845,"64.96305100000001, -19.020835"
28859,"55.833332999999996, -4.25"
28867,"51.06498, 3.10157"
28875,"22.572646, 88.363895"
28876,"51.5, -0.583333"
28887,"54.98805600000001, -1.619444"
28898,"21.161908, -86.851528"
28903,"51.514125, -0.093689"
28908,"25.06, -77.345"
28913,"-35.04278, 173.902626"
28917,"-31.952240000000003, 115.861397"
28919,"53.716667, -0.333333"
28921,"13.756464999999999, 121.05830800000001"
28922,"-32.526901, 115.721703"
28926,"-33.861481, 151.205475"
28933,"51.883333, -0.416667"
28941,"55.89311800000001, -3.066606"
28944,"24.897778, 91.87138900000001"
28949,"57.04881999999999, 9.921747"
28951,"34.192537, 43.886423"
28974,"53.324061, -3.827609"
28986,"55.733332999999995, -3.9666669999999997"
28996,"-33.86013, 121.88259099999999"
29009,"0.0, 0.0"
29056,"51.733333, 0.483333"
29057,"19.075984, 72.877656"
29066,"41.385064, 2.173403"
29073,"23.810332, 90.412518"
29086,"52.093676, -7.620363"
29111,"48.865263, 1.794903"
29117,"13.052414, 80.250825"
29122,"51.514125, -0.093689"
29130,"52.3, -1.116667"
29131,"25.357522, 55.391865"
29132,"51.866667, 0.683333"
29146,"31.4, 30.416666999999997"
29188,"0.0, 0.0"
29189,"0.0, 0.0"
29191,"3.0430610000000002, 101.440657"
29198,"-34.386725, -72.004773"
29205,"43.916230999999996, -123.964"
29211,"53.716667, -2.083333"
29213,"11.96735, 121.92475900000001"
29219,"0.0, 0.0"
29222,"-40.851875, 174.914101"
29226,"51.0, -3.183333"
29237,"51.75, -2.2"
29240,"24.861462, 67.009939"
29246,"43.263013, -2.9349849999999997"
29249,"21.469114, -78.656894"
29264,"55.833332999999996, -4.25"
29284,"53.888996, -2.633778"
29295,"38.644684000000005, -9.233385"
29317,"54.509719999999994, -6.0374"
29322,"51.394943, -0.19446"
29327,"37.098519, -8.469395"
29328,"53.533333, -0.05"
29329,"52.257412, 6.792772"
29330,"0.0, 0.0"
29340,"37.544271, -4.727753"
29342,"0.0, 0.0"
29410,"0.0, 0.0"
29414,"51.8, -0.2"
29435,"18.335361, -64.953401"
29436,"0.0, 0.0"
29438,"-38.662334, 178.017649"
29442,"-23.550520000000002, -46.633309000000004"
29456,"48.15, 11.5833"
29458,"0.0, 0.0"
29462,"49.616667, 7.3333330000000005"
29480,"55.833332999999996, -4.25"
29492,"53.164868000000006, -4.359065"
29509,"-34.611984, -58.49958"
29512,"42.581371999999995, 20.889336"
29516,"0.0, 0.0"
29518,"32.514947, -117.038247"
29521,"3.5092470000000002, 101.524805"
29524,"-28.133333, 153.466667"
29544,"-36.758179, 144.28024299999998"
29546,"52.664913, -1.034894"
29557,"52.466667, -1.916667"
29560,"61.935543, 5.113554"
29561,"0.0, 0.0"
29580,"63.176683, 14.636068"
29592,"0.0, 0.0"
29593,"-34.928661, 138.598633"
29610,"6.25, -57.516667000000005"
29617,"0.0, 0.0"
29628,"52.355518, -1.17432"
29632,"31.813226, 75.663738"
29642,"52.133333, -0.45"
29645,"50.113611, -5.547778"
29647,"52.833332999999996, -2.0"
29662,"35.696111, 51.423056"
29674,"13.18666, -59.630508"
29698,"55.174533, 61.426681"
29703,"49.491292, 7.405033"
29717,"20.659699, -103.349609"
29718,"54.34875, -6.651610000000001"
29732,"0.0, 0.0"
29735,"51.535746, -0.08139400000000001"
29755,"55.833332999999996, -4.25"
29760,"52.966667, -1.166667"
29761,"54.183333, -0.45"
29764,"57.166667000000004, -2.666667"
29823,"52.63333299999999, 1.3"
29824,"-8.783195, -124.508523"
29838,"32.714299, -97.1564"
29845,"54.316667, -2.75"
29848,"7.086488, 80.273078"
29864,"-21.983333, 16.916667"
29865,"18.220833, -66.590149"
29911,"0.0, 0.0"
29914,"12.971599000000001, 77.594563"
29937,"53.817505000000004, -3.035675"
29957,"52.22913, 5.3614809999999995"
29985,"52.63333299999999, 1.75"
29994,"0.0, 0.0"
30001,"24.805249, -107.38343200000001"
30007,"55.066667, -3.55"
30017,"53.533333, -2.6166669999999996"
30038,"51.508515, -0.125487"
30078,"0.0, 0.0"
30096,"-37.813938, 144.963425"
30124,"8.042242, 80.94664399999999"
30156,"-41.133472, -71.310278"
30168,"38.584329, -108.07309599999999"
30174,"50.85, 0.6"
30194,"0.0, 0.0"
30199,"51.514125, -0.093689"
30201,"-34.424, 150.893448"
30209,"22.159722, 113.559444"
30211,"-32.927792, 151.78448500000002"
30212,"-33.924868, 18.424055"
30214,"-31.952240000000003, 115.861397"
30217,"51.0, -3.183333"
30230,"50.45, -3.5"
30258,"-33.585886, -70.556496"
30265,"51.633333, -3.9666669999999997"
30289,"52.355518, -1.17432"
30290,"52.172022999999996, -1.4254129999999998"
30301,"23.810332, 90.412518"
30309,"51.514125, -0.093689"
30313,"-26.673610999999998, 27.931944"
30328,"51.131258, -0.987425"
30338,"-34.928661, 138.598633"
30346,"62.223889, -6.578611"
30355,"25.3995, 55.4796"
30357,"55.651123, 12.194711"
30362,"51.133333, -0.983333"
30375,"54.095, -0.208056"
30418,"-37.813938, 144.963425"
30430,"18.445841, -64.652535"
30435,"50.4501, 30.5234"
30455,"28.363390999999996, -81.542485"
30484,"-20.265357, 57.479053"
30491,"36.350412, 127.384548"
30494,"-37.978276, 175.757401"
30514,"45.374864, -74.411824"
30545,"10.5, -66.916667"
30548,"53.166667000000004, -1.583333"
30558,"-12.094816, -76.756737"
30582,"0.0, 0.0"
30605,"0.0, 0.0"
30607,"20.588793, -100.389888"
30629,"37.324211, -77.40134"
30642,"51.256817, -1.1295620000000002"
30646,"51.269738000000004, -0.402165"
30658,"56.490671, -4.202646"
30661,"0.0, 0.0"
30664,"-35.04278, 173.902626"
30674,"-23.651508, -46.852185999999996"
30676,"53.36666700000001, -1.5"
30718,"55.5, -4.5"
30742,"10.033333, -83.766667"
30745,"5.810551, -57.174626"
30752,"37.003111, -88.234475"
30766,"0.0, 0.0"
30789,"0.0, 0.0"
30795,"56.033333, -3.3833330000000004"
30831,"53.716667, -0.333333"
30842,"-25.420039000000003, -49.265097"
30859,"-34.928661, 138.598633"
30865,"3.1390029999999998, 101.68685500000001"
30869,"-37.813938, 144.963425"
30873,"-33.924868, 18.424055"
30888,"20.653407, -105.22533200000001"
30898,"21.161908, -86.851528"
30903,"51.514125, -0.093689"
30908,"0.0, 0.0"
30910,"53.285593999999996, -1.209239"
30935,"-13.163587, -72.545861"
30955,"51.133333, -0.983333"
30958,"-22.979879999999998, -49.869938"
30977,"52.416667, -0.8"
30993,"52.466667, -1.916667"
30999,"31.458371000000003, 35.398818"
31010,"15.332977, 119.975756"
31036,"0.0, 0.0"
31039,"-36.848459999999996, 174.76333200000002"
31051,"2.557429, 113.001199"
31061,"52.132633, 5.291266"
31077,"0.0, 0.0"
31105,"0.0, 0.0"
31109,"0.0, 0.0"
31116,"52.27131, -9.699932"
31136,"0.0, 0.0"
31148,"53.945188, -8.085522000000001"
31193,"-37.56266, 143.862579"
31194,"51.973597999999996, 0.5081"
31196,"-20.917574, 142.702796"
31210,"-22.383670000000002, -41.782746"
31232,"60.173324, 24.941025"
31249,"52.85, -3.0333330000000003"
31254,"51.896892, -8.486316"
31259,"55.86666700000001, -3.6333330000000004"
31262,"51.514125, -0.093689"
31302,"44.75, 20.983333"
31310,"18.727244, -64.343089"
31312,"52.770101000000004, -1.292427"
31326,"0.0, 0.0"
31388,"51.054342, 3.717424"
31395,"53.75, -2.016667"
31431,"55.833332999999996, -4.433333"
31454,"4.860416000000001, -58.93018000000001"
31457,"-30.296260999999998, 153.11351000000002"
31461,"0.0, 0.0"
31471,"18.220833, -66.590149"
31496,"0.0, 0.0"
31505,"59.005734999999994, 24.794242"
31542,"0.0, 0.0"
31553,"51.114294, 20.847783"
31584,"51.697815999999996, 5.303675"
31589,"-34.603722999999995, -58.381593"
31597,"52.966667, -1.166667"
31625,"-39.492844, 176.912018"
31629,"-35.27603, 149.13435"
31637,"28.535515999999998, 77.391026"
31652,"52.3, -2.583333"
31658,"-37.04562, 143.739227"
31680,"0.0, 0.0"
31692,"-31.952240000000003, 115.861397"
31701,"51.514125, -0.093689"
31732,"-33.583333, 115.08333300000001"
31734,"-38.416097, -63.616671999999994"
31736,"0.0, 0.0"
31750,"51.513001, -1.732646"
31753,"-33.35, 151.433333"
31765,"56.0, -3.75"
31782,"51.650833, -3.231667"
31793,"52.355518, -1.17432"
31798,"24.555736, -81.78265400000001"
31799,"0.0, 0.0"
